item	writer
87232	nm0001741
46530	nm0001741
3347	nm0001747
33558	nm0001747
1186	nm0001752
5881	nm0001752
483	nm0001752
1355	nm0001752
1546	nm0001752
8862	nm0001752
2318	nm0001754
562	nm0001754
5074	nm0001754
33138	nm0001754
61132	nm0001774
4816	nm0001774
1966	nm0001775
417	nm0001775
1836	nm0001775
2700	nm0001778
8917	nm0001778
79008	nm0001778
26925	nm0001778
2325	nm0001778
2396	nm0001779
1199	nm0001779
4103	nm0001779
1243	nm0001779
5316	nm0001779
97936	nm0001779
3503	nm0001789
1232	nm0001789
26150	nm0001789
3415	nm0001789
32892	nm0001789
26578	nm0001789
7759	nm0001789
648	nm0001801
1252	nm0001801
454	nm0001801
1084	nm0001801
3200	nm0001801
3093	nm0001801
4506	nm0001801
2779	nm0001801
7792	nm0001801
2802	nm0001801
3099	nm0001801
2237	nm0001801
3623	nm0001801
1100	nm0001801
6991	nm0001801
2728	nm0001811
8143	nm0001811
6890	nm0001814
3019	nm0001814
1611	nm0001814
53447	nm0001814
50912	nm0001814
34326	nm0001814
6162	nm0001814
47	nm0001825
3081	nm0001825
2505	nm0001825
74452	nm0001825
6947	nm0001837
5747	nm0001837
2919	nm0001837
4927	nm0001837
6238	nm0001837
83369	nm0001837
527	nm0001873
648	nm0001873
55765	nm0001873
5956	nm0001873
3105	nm0001873
91658	nm0001873
89492	nm0001873
529	nm0001873
27821	nm0001873
3169	nm0001873
4148	nm0001873
349	nm0001873
2433	nm0001873
48326	nm0001873
3668	nm0001874
3028	nm0001874
3723	nm0001874
613	nm0001874
2436	nm0001874
2791	nm0001878
3868	nm0001878
3869	nm0001878
5500	nm0001878
3760	nm0001878
370	nm0001878
2060	nm0001878
65216	nm0001880
7143	nm0001880
2334	nm0001880
82167	nm0001880
7371	nm0001885
3910	nm0001885
1354	nm0001885
8930	nm0001885
50842	nm0001885
7134	nm0001885
86320	nm0001885
6971	nm0001885
69134	nm0001885
3569	nm0001885
7505	nm0001885
39869	nm0001885
33421	nm0001885
108727	nm0001885
108981	nm0001885
2915	nm0001887
2561	nm0001887
8341	nm0001907
3405	nm0001907
5007	nm0001907
26085	nm0001907
8644	nm0001920
3156	nm0001920
1466	nm0001921
300	nm0001921
1779	nm0001921
5400	nm0001921
225	nm0001921
50064	nm0001921
1719	nm0001930
2439	nm0001930
1387	nm0001940
1388	nm0001940
1389	nm0001940
4124	nm0001940
1131	nm0001945
1132	nm0001945
2467	nm0001949
48997	nm0001949
2790	nm0001949
3053	nm0001949
6305	nm0001969
4429	nm0001969
2097	nm0001969
27618	nm0001969
4082	nm0001977
38600	nm0001977
902	nm0001986
6852	nm0001986
1076	nm0001986
970	nm0001986
29	nm0001988
1175	nm0001988
5008	nm0002005
8879	nm0002005
4969	nm0002005
4212	nm0002005
8291	nm0002005
6077	nm0002005
1610	nm0002007
5400	nm0002007
349	nm0002007
3256	nm0002007
108188	nm0002007
924	nm0002009
2311	nm0002009
718	nm0002010
6119	nm0002010
5475	nm0002020
6101	nm0002020
6041	nm0002020
46156	nm0002020
2927	nm0002021
68963	nm0002021
780	nm0002041
316	nm0002041
1882	nm0002041
2808	nm0002041
60674	nm0002041
59392	nm0002041
2807	nm0002041
2083	nm0002042
8492	nm0002042
1951	nm0002042
25923	nm0002042
8341	nm0002042
37736	nm0002042
6984	nm0002042
26502	nm0002042
3087	nm0002042
709	nm0002042
72294	nm0002042
6849	nm0002042
65135	nm0002042
1735	nm0002042
5994	nm0002042
1099	nm0002042
8641	nm0002071
46970	nm0002071
60756	nm0002071
2296	nm0002071
107348	nm0002071
5991	nm0002080
2971	nm0002080
4826	nm0002087
7335	nm0002087
8126	nm0002087
6727	nm0002087
26119	nm0002087
7121	nm0002106
7705	nm0002106
39	nm0002132
5452	nm0002132
4621	nm0002132
7701	nm0002132
3616	nm0002132
7215	nm0002133
7943	nm0002133
1085	nm0002133
897	nm0002133
307	nm0002140
306	nm0002140
308	nm0002140
6235	nm0002140
5937	nm0002140
923	nm0002144
6983	nm0002144
73344	nm0002191
34148	nm0002191
5516	nm0002191
7742	nm0002191
97024	nm0002191
5782	nm0002191
5782	nm0002192
3906	nm0002192
7459	nm0002199
4179	nm0002199
5839	nm0002216
5840	nm0002216
8884	nm0002216
8221	nm0002216
2054	nm0002340
3018	nm0002340
2053	nm0002340
426	nm0002340
7984	nm0002340
5992	nm0002376
64622	nm0002376
6961	nm0002376
52604	nm0002417
8781	nm0002417
5400	nm0002417
3173	nm0002417
7101	nm0002417
3219	nm0002417
2936	nm0002545
2935	nm0002545
3932	nm0002545
2937	nm0002545
32160	nm0002545
25947	nm0002545
31347	nm0002545
25905	nm0002545
38384	nm0002545
4356	nm0002616
927	nm0002616
7243	nm0002616
25918	nm0002616
7831	nm0002616
2797	nm0002657
2321	nm0002657
6565	nm0002657
440	nm0002657
65577	nm0002657
91500	nm0002657
1292	nm0002717
3724	nm0002717
2231	nm0002718
53322	nm0002718
68324	nm0002718
6879	nm0002718
7376	nm0002718
78774	nm0002718
5665	nm0002718
71033	nm0002728
5607	nm0002728
1227	nm0002759
26294	nm0002759
2291	nm0003031
551	nm0003031
37729	nm0003031
531	nm0003031
62376	nm0003031
421	nm0003031
2124	nm0003031
1015	nm0003031
3300	nm0003117
8371	nm0003117
1971	nm0003117
2456	nm0003117
104243	nm0003117
272	nm0003141
3547	nm0003141
49957	nm0003141
50	nm0003160
64983	nm0003160
3896	nm0003160
111759	nm0003160
99112	nm0003160
82202	nm0003160
101025	nm0003160
3927	nm0003198
55908	nm0003198
26492	nm0003198
3481	nm0003298
5046	nm0003298
2026	nm0003298
1552	nm0003298
81	nm0003298
94	nm0003298
3717	nm0003298
6013	nm0003298
74324	nm0003355
468	nm0003355
2162	nm0003369
126	nm0003369
32	nm0003408
8477	nm0003408
6123	nm0003408
6985	nm0003433
25898	nm0003433
6981	nm0003433
25793	nm0003433
40819	nm0003506
1589	nm0003506
709	nm0003506
4992	nm0003506
3186	nm0003506
6333	nm0003529
46530	nm0003529
31114	nm0003529
223	nm0003620
1639	nm0003620
3052	nm0003620
180	nm0003620
45728	nm0003620
4734	nm0003620
62434	nm0003620
89343	nm0003620
7366	nm0003620
377	nm0003662
3354	nm0003662
27002	nm0003662
7502	nm0003662
95	nm0003662
1556	nm0003662
1752	nm0003662
4866	nm0003662
44555	nm0003697
82202	nm0003697
1665	nm0003741
52694	nm0003741
6660	nm0003836
8338	nm0003836
8516	nm0003836
5825	nm0003836
4194	nm0003836
47306	nm0003836
2221	nm0003836
1	nm0004056
6377	nm0004056
4886	nm0004056
60069	nm0004056
3114	nm0004056
2355	nm0004056
78499	nm0004056
85736	nm0004056
93363	nm0004056
34150	nm0004111
53464	nm0004111
3262	nm0004111
37739	nm0004111
1204	nm0004122
2067	nm0004122
1949	nm0004122
4000	nm0004122
2745	nm0004122
58559	nm0004170
33794	nm0004170
592	nm0004170
91529	nm0004170
1377	nm0004170
79274	nm0004170
80469	nm0004170
153	nm0004170
1562	nm0004170
3213	nm0004170
26152	nm0004170
60979	nm0004170
27311	nm0004170
8666	nm0004170
27155	nm0004170
90603	nm0004170
99813	nm0004170
98124	nm0004170
103659	nm0004170
7206	nm0004244
81018	nm0004244
7209	nm0004244
26171	nm0004244
44204	nm0004303
106002	nm0004303
34	nm0004306
3703	nm0004306
3702	nm0004306
49274	nm0004306
2384	nm0004306
7009	nm0004306
3704	nm0004306
1917	nm0004307
56801	nm0004307
3744	nm0004307
95583	nm0004307
893	nm0004332
113378	nm0004332
1231	nm0004366
3130	nm0004366
71254	nm0004410
47200	nm0004410
68205	nm0004410
60832	nm0004410
4571	nm0004412
1580	nm0004412
3977	nm0004412
4980	nm0004412
546	nm0004412
6374	nm0004412
102903	nm0004412
6645	nm0004555
6170	nm0004555
2093	nm0004555
6040	nm0004591
2807	nm0004591
5027	nm0004591
1302	nm0004675
2371	nm0004675
8610	nm0004675
1396	nm0004675
1006	nm0004675
3949	nm0004716
1921	nm0004716
48043	nm0004716
5663	nm0004716
110127	nm0004716
78469	nm0004798
93510	nm0004798
112138	nm0004798
1909	nm0004810
60760	nm0004810
2100	nm0004976
6999	nm0004976
54272	nm0004981
56251	nm0004981
60161	nm0004981
62956	nm0004981
66297	nm0004981
79533	nm0005062
8015	nm0005062
71745	nm0005069
48322	nm0005069
106920	nm0005069
81156	nm0005069
5785	nm0005069
106062	nm0005069
2713	nm0005082
2889	nm0005082
175	nm0005101
26974	nm0005101
101285	nm0005101
7976	nm0005101
1	nm0005124
3114	nm0005124
2355	nm0005124
78499	nm0005124
45517	nm0005124
87876	nm0005124
1041	nm0005139
8951	nm0005139
59118	nm0005139
501	nm0005139
3163	nm0005139
5788	nm0005139
32943	nm0005139
82463	nm0005139
5548	nm0005196
4971	nm0005196
26324	nm0005196
3176	nm0005237
1183	nm0005237
7162	nm0005237
5034	nm0005237
73000	nm0005237
51418	nm0005237
71823	nm0005237
2700	nm0005295
8917	nm0005295
79008	nm0005295
26925	nm0005295
2325	nm0005295
2908	nm0005303
58876	nm0005303
2110	nm0005348
2111	nm0005348
1416	nm0005358
7060	nm0005358
2542	nm0005363
4011	nm0005363
62849	nm0005363
40148	nm0005363
72367	nm0005390
3079	nm0005390
3361	nm0005421
3263	nm0005421
852	nm0005421
6548	nm0005421
6484	nm0005421
6796	nm0005436
3744	nm0005436
358	nm0005436
4247	nm0005450
6702	nm0005450
4116	nm0005540
4102	nm0005540
4066	nm0005540
8531	nm0005540
46865	nm0005540
3785	nm0005541
4388	nm0005541
6888	nm0005541
44972	nm0005541
63	nm0005541
8531	nm0005541
46865	nm0005541
4979	nm0005562
2395	nm0005562
101	nm0005562
668	nm0006249
670	nm0006249
6918	nm0006249
7614	nm0006256
2941	nm0006256
26208	nm0006445
43497	nm0006445
26225	nm0006445
51903	nm0006445
475	nm0006487
1185	nm0006487
7139	nm0006487
26965	nm0006487
1900	nm0006498
3456	nm0006498
4036	nm0006512
27002	nm0006512
97304	nm0006516
33819	nm0006516
37386	nm0006534
76175	nm0006534
4372	nm0006534
5621	nm0006534
39886	nm0006554
7038	nm0006554
82589	nm0006554
1446	nm0006664
5425	nm0006664
506	nm0006845
4313	nm0006845
5049	nm0006854
5027	nm0006854
3681	nm0006872
1209	nm0006872
7894	nm0006872
173	nm0006894
407	nm0006894
1973	nm0006894
4876	nm0006902
4224	nm0006902
101360	nm0006902
54286	nm0006904
8665	nm0006904
55276	nm0006904
68159	nm0006904
230	nm0006904
67193	nm0006904
5418	nm0006904
1917	nm0006904
3998	nm0006904
1645	nm0006904
3270	nm0006904
91535	nm0006904
442	nm0006997
542	nm0006997
5524	nm0007082
4757	nm0007082
6721	nm0007139
4846	nm0007139
6722	nm0007139
6723	nm0007139
4007	nm0007140
62437	nm0007140
80590	nm0007140
7019	nm0007140
30846	nm0007158
5485	nm0007158
1884	nm0007182
1965	nm0007182
2348	nm0007182
1366	nm0007186
4428	nm0007186
4366	nm0007233
1681	nm0007233
26560	nm0007399
38824	nm0007399
1927	nm0007973
8989	nm0007973
59784	nm0008743
67408	nm0008743
87222	nm0008743
45186	nm0009190
87306	nm0009190
4821	nm0009190
1917	nm0009190
3269	nm0009190
6832	nm0009190
7073	nm0009766
32525	nm0009766
5218	nm0010004
69644	nm0010004
48322	nm0010338
81156	nm0010338
33004	nm0010930
26444	nm0010930
8360	nm0011470
41566	nm0011470
59501	nm0011470
53121	nm0011470
78637	nm0011470
90647	nm0011470
64249	nm0011470
410	nm0011623
2124	nm0011623
27075	nm0011623
4054	nm0012137
47382	nm0012137
58107	nm0012137
80222	nm0012137
29	nm0012496
1175	nm0012496
969	nm0012938
7013	nm0012938
6367	nm0013996
6535	nm0013996
33683	nm0014960
61262	nm0014960
44397	nm0014960
27727	nm0015359
55555	nm0015359
73587	nm0015359
27178	nm0015359
71823	nm0015359
947	nm0015399
4357	nm0015399
25833	nm0015399
945	nm0015801
3739	nm0015801
2074	nm0016628
77240	nm0016628
8620	nm0017274
25963	nm0017274
261	nm0017301
4921	nm0017301
7054	nm0017301
2294	nm0017305
4876	nm0017305
8239	nm0017855
52528	nm0017855
49394	nm0017855
4783	nm0018311
27456	nm0018311
235	nm0018735
3174	nm0018735
1120	nm0018735
53953	nm0018735
6624	nm0018735
2798	nm0018735
2799	nm0018735
58306	nm0019732
1450	nm0019732
64032	nm0020820
86815	nm0020820
588	nm0021249
4016	nm0021249
6889	nm0021249
709	nm0021249
27619	nm0021249
7482	nm0021363
4941	nm0021363
3598	nm0021899
1306	nm0021899
7781	nm0021899
71135	nm0023355
48543	nm0023355
1199	nm0023395
4911	nm0023395
4939	nm0024388
9004	nm0024388
4720	nm0024622
2594	nm0024622
27803	nm0024622
4975	nm0024622
5570	nm0024622
74624	nm0024622
5304	nm0024847
31973	nm0024847
8362	nm0024856
7375	nm0024856
88129	nm0024925
1683	nm0024925
5611	nm0024925
94780	nm0024925
106491	nm0024925
1056	nm0024925
2081	nm0026153
6660	nm0026153
106696	nm0026153
3159	nm0026153
2876	nm0026153
60647	nm0026442
2171	nm0026442
4725	nm0026442
4738	nm0026442
37855	nm0026862
361	nm0026862
46	nm0026862
2078	nm0027011
1022	nm0027011
3034	nm0027011
616	nm0027011
2139	nm0027011
1031	nm0027011
31193	nm0027011
2090	nm0027011
85259	nm0027011
903	nm0027173
1287	nm0027173
1927	nm0027173
3334	nm0027173
2967	nm0027173
2182	nm0027173
2340	nm0027173
8191	nm0027173
5219	nm0027271
8810	nm0027271
8861	nm0027271
55232	nm0027271
61248	nm0027271
80363	nm0027271
96691	nm0027271
2687	nm0027459
52287	nm0027459
88267	nm0027459
4016	nm0027459
6889	nm0027459
4979	nm0027572
2395	nm0027572
30810	nm0027572
72226	nm0027572
55269	nm0027572
109374	nm0027572
101	nm0027572
94959	nm0027572
55901	nm0027815
5515	nm0027815
1927	nm0028636
4921	nm0028636
95167	nm0028764
93363	nm0028764
95313	nm0028764
95377	nm0028764
1784	nm0029125
4880	nm0029125
53002	nm0029125
5415	nm0029125
26111	nm0030019
3074	nm0030019
32369	nm0030019
27156	nm0030417
70533	nm0030417
84187	nm0030417
68945	nm0030417
1327	nm0030663
33085	nm0030663
1927	nm0031033
25755	nm0031033
35836	nm0031976
52973	nm0031976
61024	nm0031976
66509	nm0031976
56805	nm0031976
250	nm0031976
42011	nm0031976
99117	nm0031976
59900	nm0031976
48774	nm0033153
4901	nm0033153
2771	nm0033153
1227	nm0033490
7008	nm0033490
26359	nm0033490
539	nm0033578
5357	nm0033578
1076	nm0033780
2185	nm0033780
86911	nm0035905
6188	nm0035905
3617	nm0035905
58156	nm0035905
48416	nm0035905
7325	nm0035905
55261	nm0035905
74416	nm0036349
52929	nm0036349
485	nm0036714
7193	nm0036714
6953	nm0037247
4235	nm0037247
46723	nm0037247
41863	nm0037247
595	nm0038432
84637	nm0038432
2081	nm0039141
2746	nm0039141
60126	nm0040022
44004	nm0040022
102720	nm0040022
31193	nm0040362
85259	nm0040362
8254	nm0040575
4898	nm0040575
3918	nm0040643
611	nm0040643
3919	nm0040643
1623	nm0040643
7147	nm0041864
30793	nm0041864
37729	nm0041864
3977	nm0041864
54962	nm0041864
3745	nm0041864
2580	nm0041864
6503	nm0041864
97172	nm0041864
94478	nm0041864
1646	nm0043233
8972	nm0043233
56775	nm0043233
902	nm0043480
1267	nm0043480
8781	nm0043480
4359	nm0043480
4776	nm0043742
4369	nm0043742
3555	nm0043742
6595	nm0043742
6185	nm0043742
96811	nm0043742
115210	nm0043742
49314	nm0043742
6442	nm0044156
3655	nm0044156
3746	nm0044156
79702	nm0045209
6329	nm0045209
93270	nm0045209
93510	nm0045209
112138	nm0045209
4085	nm0045301
4084	nm0045301
420	nm0045301
32591	nm0045870
4151	nm0045870
26729	nm0046943
542	nm0046943
473	nm0046943
106062	nm0046943
31689	nm0047259
6705	nm0047259
115617	nm0047916
103141	nm0047916
1148	nm0048276
745	nm0048276
38038	nm0048276
64285	nm0048276
57274	nm0049371
74750	nm0049371
62733	nm0049371
27434	nm0049371
1408	nm0049721
2648	nm0049721
2644	nm0049721
906	nm0049721
1340	nm0049721
2633	nm0049721
2617	nm0049721
60937	nm0049721
2858	nm0050332
60482	nm0050332
4103	nm0050618
1483	nm0050618
668	nm0051808
670	nm0051808
6918	nm0051808
48322	nm0051972
81156	nm0051972
80139	nm0051972
1032	nm0052520
2087	nm0052520
2096	nm0052520
111659	nm0052520
4086	nm0052944
4599	nm0052944
5893	nm0052964
37382	nm0052964
31689	nm0053190
6705	nm0053190
32213	nm0053228
27482	nm0053228
5419	nm0053484
7369	nm0053484
3564	nm0053484
2369	nm0054713
44759	nm0054713
1177	nm0055726
1162	nm0055726
27036	nm0055726
85022	nm0055937
55261	nm0055937
48385	nm0056187
69784	nm0056187
94677	nm0056187
27478	nm0056187
4784	nm0056217
5022	nm0056217
55278	nm0056217
6678	nm0056217
5247	nm0057157
6422	nm0057157
2087	nm0057381
3489	nm0057381
7164	nm0057381
74089	nm0057381
5109	nm0057381
4079	nm0057398
145	nm0057398
6424	nm0057398
898	nm0058129
25850	nm0058129
6357	nm0058129
62912	nm0058302
227	nm0058302
46062	nm0058302
61123	nm0058302
4338	nm0058905
3368	nm0058905
8195	nm0059026
26094	nm0059026
3471	nm0059493
5039	nm0059493
3738	nm0059493
5475	nm0059553
31617	nm0059553
1961	nm0060103
1569	nm0060103
1678	nm0060103
381	nm0060103
6810	nm0060103
2297	nm0060103
31	nm0060103
2432	nm0060103
3185	nm0060103
2605	nm0060103
41769	nm0060103
4	nm0060103
596	nm0061284
1029	nm0061284
5420	nm0061337
423	nm0061337
3745	nm0061829
8830	nm0061829
1499	nm0061829
48385	nm0063165
69784	nm0063165
86293	nm0063165
91414	nm0063165
97225	nm0063165
104078	nm0063165
3879	nm0063511
1422	nm0063511
2116	nm0063566
6093	nm0063566
7791	nm0063785
8520	nm0063785
5379	nm0063785
44759	nm0063785
4427	nm0063953
5499	nm0063953
26562	nm0063953
6539	nm0064181
45722	nm0064181
8798	nm0064181
53125	nm0064181
63853	nm0064181
55282	nm0064181
70336	nm0064181
40614	nm0064181
86880	nm0064181
63082	nm0064479
1641	nm0064479
81562	nm0064479
106487	nm0064479
93740	nm0064479
58490	nm0064479
4169	nm0064479
3785	nm0064556
4388	nm0064556
6888	nm0064556
44972	nm0064556
63	nm0064556
4974	nm0064556
31590	nm0065442
31545	nm0065442
7782	nm0065847
4901	nm0065847
15	nm0065847
2995	nm0066243
3973	nm0066243
8362	nm0066764
7375	nm0066764
77206	nm0066851
84950	nm0066851
911	nm0066939
2946	nm0066939
1287	nm0067103
6984	nm0067103
8256	nm0067103
7092	nm0067103
965	nm0067308
2210	nm0067308
31804	nm0067457
52950	nm0067457
27391	nm0067619
68749	nm0067619
4888	nm0067619
33164	nm0067676
6629	nm0067676
8799	nm0068183
1461	nm0068183
4406	nm0068650
25938	nm0068650
5440	nm0068650
5826	nm0068650
1275	nm0069282
6996	nm0069282
3471	nm0069547
4564	nm0069547
5246	nm0069547
6519	nm0069547
42011	nm0069547
34148	nm0070152
5516	nm0070152
48682	nm0070159
80	nm0070159
929	nm0070361
907	nm0070361
40339	nm0070368
6889	nm0070368
48414	nm0070368
3882	nm0070566
45221	nm0070566
44225	nm0070566
8869	nm0070566
2352	nm0070660
7	nm0070660
2407	nm0070676
828	nm0070676
6785	nm0070948
6859	nm0070948
965	nm0071657
2183	nm0071657
2212	nm0071657
929	nm0071657
2210	nm0071657
31950	nm0071657
2221	nm0071657
1374	nm0071790
1376	nm0071790
1375	nm0071790
1373	nm0071790
2203	nm0072639
918	nm0072639
7054	nm0072639
4184	nm0073394
1363	nm0073394
8907	nm0073688
6951	nm0073688
7317	nm0073688
94677	nm0073688
5218	nm0073850
69644	nm0073850
95543	nm0073850
59784	nm0074184
67408	nm0074184
87222	nm0074184
6218	nm0074488
50912	nm0074488
31694	nm0074488
62718	nm0074488
2313	nm0075015
2757	nm0075015
87430	nm0075528
93766	nm0075528
828	nm0075727
1441	nm0075727
1356	nm0075834
5944	nm0075834
329	nm0075834
2393	nm0075834
6620	nm0075849
54780	nm0075849
1031	nm0075859
31193	nm0075859
1033	nm0075859
2090	nm0075859
2033	nm0075859
85316	nm0075859
7301	nm0076111
44657	nm0076111
65882	nm0076166
34536	nm0076166
78105	nm0076166
79139	nm0076166
51412	nm0076602
47950	nm0076602
36397	nm0076791
4159	nm0076791
45503	nm0076791
6538	nm0076814
31956	nm0076814
4273	nm0076814
344	nm0077062
19	nm0077062
4327	nm0077159
7560	nm0077159
26148	nm0077159
7334	nm0077159
338	nm0077171
3889	nm0077171
50445	nm0077171
3452	nm0077171
85131	nm0078203
2688	nm0078203
61678	nm0078897
87529	nm0078897
41573	nm0080120
4342	nm0080120
4426	nm0080135
7219	nm0080135
73344	nm0081179
97024	nm0081179
628	nm0081189
69640	nm0081189
22	nm0081189
1480	nm0081189
5319	nm0081433
8862	nm0081433
72605	nm0081540
50514	nm0081540
32770	nm0081540
6192	nm0081540
81257	nm0081540
222	nm0082759
5051	nm0082759
30898	nm0082802
51931	nm0082802
8961	nm0083348
50872	nm0083348
2761	nm0083348
8169	nm0083348
95313	nm0083348
31934	nm0083742
5974	nm0083742
8907	nm0084190
64249	nm0084190
27351	nm0084190
8937	nm0084334
6932	nm0084334
63876	nm0085257
90719	nm0085257
65682	nm0085736
65982	nm0085736
1997	nm0087861
7073	nm0087861
8815	nm0087861
1999	nm0087861
3327	nm0087904
788	nm0087904
4489	nm0087904
2379	nm0087904
2380	nm0087904
2381	nm0087904
2382	nm0087904
122	nm0087904
3821	nm0087904
455	nm0088097
169	nm0088097
8266	nm0088479
69849	nm0088479
7325	nm0088479
32203	nm0088479
1219	nm0088645
2389	nm0088645
2902	nm0088645
70286	nm0088955
103253	nm0088955
7569	nm0089169
44168	nm0089169
661	nm0089237
6636	nm0089237
2392	nm0089237
3196	nm0089637
8401	nm0089637
2374	nm0089637
1663	nm0089676
45431	nm0089676
3040	nm0089676
610	nm0089676
1476	nm0089676
43836	nm0089676
6794	nm0089676
3536	nm0089742
79242	nm0089742
7346	nm0089742
2139	nm0089940
2123	nm0089940
2876	nm0089940
85316	nm0089940
1291	nm0090151
2000	nm0090151
2118	nm0090151
2796	nm0090151
4128	nm0090151
4121	nm0090151
2001	nm0090151
2002	nm0090151
761	nm0090151
7132	nm0090213
3022	nm0090213
8507	nm0090213
8542	nm0090213
25764	nm0090213
7713	nm0090840
31030	nm0090840
1346	nm0090840
58306	nm0091076
1450	nm0091076
25797	nm0091200
4564	nm0091200
5017	nm0091213
4813	nm0091213
4009	nm0091899
1454	nm0091899
1972	nm0092018
1438	nm0092018
798	nm0092018
7379	nm0092018
5608	nm0092063
79860	nm0092063
903	nm0092267
7116	nm0092267
841	nm0092267
640	nm0092267
903	nm0092268
7116	nm0092268
841	nm0092268
640	nm0092268
7362	nm0092578
101360	nm0092578
52456	nm0092578
25852	nm0092658
8191	nm0092658
6537	nm0093328
327	nm0093328
25937	nm0093397
6516	nm0093397
53972	nm0093560
112623	nm0093560
70305	nm0093560
7449	nm0093560
95875	nm0093560
103772	nm0093560
81782	nm0093560
59256	nm0093560
3788	nm0093927
1419	nm0093927
51709	nm0094435
31364	nm0094435
76091	nm0094435
107406	nm0094435
63179	nm0094435
4424	nm0094558
674	nm0094558
44	nm0095460
1681	nm0095460
27002	nm0096897
7502	nm0096897
4336	nm0097079
1355	nm0097079
60566	nm0097079
836	nm0097544
54612	nm0097544
1250	nm0099541
2529	nm0099541
88744	nm0099541
112623	nm0099541
2533	nm0099541
4643	nm0099541
2530	nm0099541
2531	nm0099541
2532	nm0099541
1188	nm0100597
4978	nm0100597
74156	nm0100597
112940	nm0100597
8039	nm0101115
25961	nm0101115
8768	nm0101115
3096	nm0101115
2320	nm0101625
8836	nm0101625
27790	nm0101639
5508	nm0101639
43460	nm0101639
8800	nm0101639
2442	nm0101639
4993	nm0101991
7153	nm0101991
5952	nm0101991
41569	nm0101991
98809	nm0101991
106489	nm0101991
72731	nm0101991
118696	nm0101991
2467	nm0102722
1131	nm0102722
1132	nm0102722
3075	nm0102722
6530	nm0102722
4506	nm0102722
3412	nm0102722
8923	nm0102722
3036	nm0102722
7010	nm0102722
8928	nm0102722
42900	nm0102722
347	nm0102722
922	nm0102818
3404	nm0102818
936	nm0102818
1938	nm0102818
4184	nm0102818
6239	nm0102818
4921	nm0102818
25868	nm0102818
2939	nm0102818
8336	nm0102818
49200	nm0102818
7578	nm0102818
1196	nm0102824
1284	nm0102824
4329	nm0102824
2511	nm0102824
3487	nm0102824
4704	nm0102824
5114	nm0103488
8033	nm0103488
2700	nm0103702
8917	nm0103702
61246	nm0103702
54256	nm0103702
4340	nm0103744
5942	nm0103744
1356	nm0103804
329	nm0103804
3623	nm0103804
1625	nm0104335
6537	nm0104335
68791	nm0104335
71530	nm0104335
8666	nm0104335
185	nm0104335
54997	nm0104973
60072	nm0104973
6383	nm0104973
90738	nm0104973
3114	nm0105169
53460	nm0105169
919	nm0106505
918	nm0106505
7833	nm0106505
4728	nm0106563
637	nm0106563
252	nm0106563
3404	nm0106764
2939	nm0106764
49200	nm0106764
7254	nm0107774
6058	nm0107774
71252	nm0107774
34271	nm0108132
51091	nm0108132
367	nm0108273
1573	nm0108273
43869	nm0108273
4367	nm0108273
1262	nm0108595
49688	nm0108595
1230	nm0108613
1244	nm0108613
1077	nm0108613
492	nm0108613
2135	nm0108634
6849	nm0108634
7698	nm0108745
3733	nm0108745
5696	nm0108745
26203	nm0108745
1022	nm0109205
1024	nm0109205
3964	nm0109205
1293	nm0109300
4095	nm0109300
2082	nm0109359
1005	nm0109359
250	nm0109359
2042	nm0109359
3979	nm0109359
2687	nm0110293
783	nm0110293
3159	nm0110293
2687	nm0110294
783	nm0110294
3159	nm0110294
48738	nm0110591
1643	nm0110591
60758	nm0110591
54094	nm0110591
85025	nm0110591
5011	nm0110591
31696	nm0110778
8369	nm0110778
2169	nm0110791
5451	nm0110791
3088	nm0110958
6237	nm0110958
2644	nm0111313
897	nm0111313
85438	nm0111576
7883	nm0111576
6983	nm0111576
87308	nm0111576
613	nm0111576
25856	nm0111577
7179	nm0111577
58047	nm0111845
2316	nm0111845
236	nm0111845
8866	nm0111845
8969	nm0111845
3334	nm0112218
971	nm0112218
6852	nm0112218
7943	nm0112218
4190	nm0112218
31485	nm0112218
8451	nm0112218
1068	nm0112218
45720	nm0112459
81784	nm0112459
56949	nm0112459
91653	nm0112459
7450	nm0112459
2978	nm0112459
6535	nm0113005
4447	nm0113005
4963	nm0113689
3475	nm0113689
8446	nm0113689
3487	nm0113689
4954	nm0113689
1894	nm0115192
5414	nm0115192
2644	nm0115218
7243	nm0115218
8923	nm0115224
3355	nm0115224
347	nm0115224
150	nm0115310
4022	nm0115310
48783	nm0115310
5364	nm0115310
40278	nm0115310
4643	nm0115310
8965	nm0115310
2605	nm0115310
3022	nm0115669
25750	nm0115669
8609	nm0115669
25764	nm0115669
7074	nm0115669
3232	nm0115669
3004	nm0115669
3668	nm0116663
4424	nm0116663
5105	nm0117068
6201	nm0117068
64499	nm0118224
64501	nm0118224
4638	nm0118224
49649	nm0118224
954	nm0118227
25850	nm0118227
6254	nm0118227
944	nm0118227
4274	nm0118227
6228	nm0118227
25870	nm0118227
5001	nm0118227
53460	nm0118333
106696	nm0118333
48	nm0118333
3991	nm0118649
6155	nm0118649
6856	nm0118758
7078	nm0118758
1010	nm0119423
33830	nm0119423
1011	nm0119423
2051	nm0119423
4214	nm0119542
4215	nm0119542
473	nm0119542
2344	nm0120483
8495	nm0120483
4141	nm0120816
40962	nm0120816
5500	nm0121789
8581	nm0121789
71129	nm0122334
3213	nm0122334
60979	nm0122334
27155	nm0122334
33463	nm0122334
91974	nm0122335
