item	title
65126	Choke (2008)
3415	Mirror, The (Zerkalo) (1975)
2303	Nashville (1975)
3467	Hud (1963)
7728	Postman Always Rings Twice, The (1946)
946	To Be or Not to Be (1942)
125	Flirting With Disaster (1996)
4333	Throw Momma from the Train (1987)
60293	Wackness, The (2008)
1734	My Life in Pink (Ma vie en rose) (1997)
50740	Seven Up! (1964)
1913	Picnic at Hanging Rock (1975)
26111	Becket (1964)
2469	Peggy Sue Got Married (1986)
7484	Gimme Shelter (1970)
7943	Killers, The (1946)
2348	Sid and Nancy (1986)
2971	All That Jazz (1979)
85438	Jane Eyre (2011)
6713	Millennium Actress (Sennen joyû) (2001)
4187	Lilies of the Field (1963)
41527	Paradise Now (2005)
55555	Edge of Heaven, The (Auf der anderen Seite) (2007)
6542	Cuckoo, The (Kukushka) (2002)
1885	Opposite of Sex, The (1998)
50514	After the Wedding (Efter brylluppet) (2006)
4211	Reversal of Fortune (1990)
2212	Man Who Knew Too Much, The (1934)
25827	Mr. Deeds Goes to Town (1936)
952	Around the World in 80 Days (1956)
41	Richard III (1995)
5613	8 Women (2002)
5177	Magnificent Ambersons, The (1942)
3249	Hand That Rocks the Cradle, The (1992)
2312	Children of a Lesser God (1986)
7303	Diary of Anne Frank, The (1959)
90430	Carnage (2011)
2946	Help! (1965)
90057	Take Shelter (2011)
59731	Bigger, Stronger, Faster* (2008)
3404	Titanic (1953)
26712	35 Up (1991)
2363	Godzilla (Gojira) (1954)
3364	Asphalt Jungle, The (1950)
8838	Alice Doesn't Live Here Anymore (1974)
3932	Invisible Man, The (1933)
8690	Slaughterhouse-Five (1972)
43460	Tristram Shandy: A Cock and Bull Story (2005)
3074	Jeremiah Johnson (1972)
7924	Stray Dog (Nora inu) (1949)
501	Naked (1993)
7135	Shoot the Piano Player (Tirez sur le pianiste) (1960)
8183	Educating Rita (1983)
8019	Dark Water (Honogurai mizu no soko kara) (2002)
55080	Brave One, The (2007)
8600	Angels with Dirty Faces (1938)
6433	Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)
4535	Man from Snowy River, The (1982)
1643	Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)
314	Secret of Roan Inish, The (1994)
8167	Captain Blood (1935)
4056	Pledge, The (2001)
8327	Dolls (2002)
3358	Defending Your Life (1991)
8772	Spy Who Came in from the Cold, The (1965)
2693	Trekkies (1997)
5222	Kissing Jessica Stein (2001)
2463	Ruthless People (1986)
77307	Dogtooth (Kynodontas) (2009)
2184	Trouble with Harry, The (1955)
6786	Kiss of the Spider Woman (1985)
5603	Lavender Hill Mob, The (1951)
2346	Stepford Wives, The (1975)
3200	Last Detail, The (1973)
4787	Little Man Tate (1991)
60291	Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)
7056	Public Enemy, The (1931)
222	Circle of Friends (1995)
7206	Mon Oncle (My Uncle) (1958)
3727	Near Dark (1987)
1161	Tin Drum, The (Blechtrommel, Die) (1979)
4835	Coal Miner's Daughter (1980)
6920	Cercle Rouge, Le (Red Circle, The) (1970)
1694	Apostle, The (1997)
8341	Oliver Twist (1948)
5475	Z (1969)
918	Meet Me in St. Louis (1944)
26258	Topo, El (1970)
7939	Through a Glass Darkly (Såsom i en spegel) (1961)
62437	W. (2008)
7115	Deep Red (Profondo rosso) (1975)
63808	Class, The (Entre les murs) (2008)
1171	Bob Roberts (1992)
7028	Quick Change (1990)
3061	Holiday Inn (1942)
27850	Yes Men, The (2003)
1030	Pete's Dragon (1977)
1844	Live Flesh (Carne trémula) (1997)
4464	Accidental Tourist, The (1988)
3347	Never Cry Wolf (1983)
26172	Point Blank (1967)
8016	Getaway, The (1972)
5059	Little Dieter Needs to Fly (1997)
5304	Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)
68522	Earth (2007)
6448	Flight of the Phoenix, The (1965)
3093	McCabe & Mrs. Miller (1971)
5893	Last Seduction, The (1994)
3685	Prizzi's Honor (1985)
6660	Red Shoes, The (1948)
64499	Che: Part One (2008)
7218	Ox-Bow Incident, The (1943)
1419	Walkabout (1971)
2181	Marnie (1964)
7062	Birdman of Alcatraz (1962)
4506	Frantic (1988)
936	Ninotchka (1939)
5772	My Dinner with André (1981)
5572	Barbershop (2002)
43333	Water (2005)
4809	Silkwood (1983)
5410	Silent Running (1972)
2920	Children of Paradise (Les enfants du paradis) (1945)
32892	Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)
26554	Quiet Earth, The (1985)
26003	Night and Fog (Nuit et brouillard) (1955)
3272	Bad Lieutenant (1992)
3733	Paper Chase, The (1973)
3420	...And Justice for All (1979)
8239	Viridiana (1961)
3189	My Dog Skip (1999)
6636	Sure Thing, The (1985)
81018	Illusionist, The (L'illusionniste) (2010)
1900	Children of Heaven, The (Bacheha-Ye Aseman) (1997)
26425	In-Laws, The (1979)
46855	Army of Shadows (L'armée des ombres) (1969)
2925	Conformist, The (Conformista, Il) (1970)
26485	Rumble Fish (1983)
6978	Slacker (1991)
7486	Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997)
26547	Police Story (Ging chaat goo si) (1985)
1938	Lost Weekend, The (1945)
2633	Mummy, The (1932)
1594	In the Company of Men (1997)
5288	Atomic Cafe, The (1982)
2110	Dead Men Don't Wear Plaid (1982)
2867	Fright Night (1985)
8338	Black Narcissus (1947)
2612	Mildred Pierce (1945)
3989	One Day in September (1999)
48698	Deliver Us from Evil (2006)
8199	Ugetsu (Ugetsu monogatari) (1953)
6970	Desk Set (1957)
680	Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)
6170	Black Stallion, The (1979)
3032	Omega Man, The (1971)
199	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)
3634	Seven Days in May (1964)
6183	Pillow Talk (1959)
2159	Henry: Portrait of a Serial Killer (1986)
47721	Red Balloon, The (Ballon rouge, Le) (1956)
1366	Crucible, The (1996)
7209	M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)
2550	Haunting, The (1963)
7311	Goodbye, Mr. Chips (1939)
55071	No End in Sight (2007)
46974	World Trade Center (2006)
3181	Titus (1999)
2178	Frenzy (1972)
4095	Cry Freedom (1987)
213	Burnt by the Sun (Utomlyonnye solntsem) (1994)
3274	Single White Female (1992)
943	Ghost and Mrs. Muir, The (1947)
5341	Lenny (1974)
8684	Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)
72386	Broken Embraces (Los abrazos rotos) (2009)
67193	Duplicity (2009)
80917	Monsters (2010)
4061	Man in the Moon, The (1991)
1135	Private Benjamin (1980)
1046	Beautiful Thing (1996)
8147	Charly (1968)
1964	Klute (1971)
62250	Gomorrah (Gomorra) (2008)
5470	The Importance of Being Earnest (1952)
4661	Sea of Love (1989)
1730	Kundun (1997)
6273	In a Lonely Place (1950)
1934	You Can't Take It with You (1938)
4334	Yi Yi (2000)
2779	Heaven Can Wait (1978)
60647	Transsiberian (2008)
5712	Blow Out (1981)
27722	Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
4407	Salvador (1986)
7748	Pierrot le fou (1965)
3342	Birdy (1984)
4062	Mystic Pizza (1988)
25769	Steamboat Bill, Jr. (1928)
54745	Rocket Science (2007)
7792	Parallax View, The (1974)
4291	Nine to Five (a.k.a. 9 to 5) (1980)
6611	Umberto D. (1952)
948	Giant (1956)
6122	Richard Pryor Live on the Sunset Strip (1982)
7614	Oklahoma! (1955)
55176	In the Shadow of the Moon (2007)
663	Kids in the Hall: Brain Candy (1996)
82667	I Saw the Devil (Akmareul boatda) (2010)
3478	Bamba, La (1987)
5121	Stroszek (1977)
4426	Kiss Me Deadly (1955)
7938	Winter Light (Nattvardsgästerna) (1963)
26422	Hair (1979)
37736	Oliver Twist (2005)
2071	And the Band Played On (1993)
326	To Live (Huozhe) (1994)
8039	Support Your Local Sheriff! (1969)
4624	Meet the Feebles (1989)
5525	Mostly Martha (Bella Martha) (2001)
55451	Jane Austen Book Club, The (2007)
8011	Weather Underground, The (2002)
8235	Safety Last! (1923)
2495	Fantastic Planet, The (Planète sauvage, La) (1973)
2660	Thing from Another World, The (1951)
1572	Contempt (Mépris, Le) (1963)
477	What's Love Got to Do with It? (1993)
1914	Smoke Signals (1998)
4833	Changeling, The (1980)
6780	Brief History of Time, A (1991)
32179	Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
4292	Norma Rae (1979)
3224	Woman in the Dunes (Suna no onna) (1964)
4191	Alfie (1966)
7941	Smiles of a Summer Night (Sommarnattens leende) (1955)
58351	City of Men (Cidade dos Homens) (2007)
4021	Before Night Falls (2000)
61026	Red Cliff (Chi bi) (2008)
2624	After Life (Wandafuru raifu) (1998)
5792	Roger Dodger (2002)
6271	Day for Night (La Nuit Américaine) (1973)
7937	Silence, The (Tystnaden) (1963)
64701	I've Loved You So Long (Il y a longtemps que je t'aime) (2008)
5628	Wasabi (2001)
2015	Absent-Minded Professor, The (1961)
1264	Diva (1981)
8516	Matter of Life and Death, A (Stairway to Heaven) (1946)
7844	Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)
44864	Friends with Money (2006)
7042	Betty Blue (37°2 le matin) (1986)
373	Red Rock West (1992)
5056	Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)
48872	13 Tzameti (2005)
176	Living in Oblivion (1995)
3852	Tao of Steve, The (2000)
27822	Open Water (2003)
3204	Boys from Brazil, The (1978)
25856	Wuthering Heights (1939)
4936	Fame (1980)
581	Celluloid Closet, The (1995)
4336	Nightwatch (Nattevagten) (1994)
1946	Marty (1955)
26585	Better Tomorrow, A (Ying hung boon sik) (1986)
2130	Atlantic City (1980)
2135	Doctor Dolittle (1967)
1286	Somewhere in Time (1980)
26462	Bad Boys (1983)
4572	Black Rain (1989)
6509	Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)
901	Funny Face (1957)
3927	Fantastic Voyage (1966)
6184	Man Who Fell to Earth, The (1976)
43708	Block Party (a.k.a. Dave Chappelle's Block Party) (2005)
7043	Vivre sa vie: Film en douze tableaux (My Life to Live) (1962)
448	Fearless (1993)
49347	Fast Food Nation (2006)
3947	Get Carter (1971)
5707	Absence of Malice (1981)
1518	Breakdown (1997)
7040	To Live and Die in L.A. (1985)
26524	Times of Harvey Milk, The (1984)
6963	Devil's Playground (2002)
1785	King of New York (1990)
27882	Riding Giants (2004)
2131	Autumn Sonata (Höstsonaten) (1978)
7720	Four Musketeers, The (1974)
917	Little Princess, The (1939)
50274	Venus (2006)
159	Clockers (1995)
5941	Drumline (2002)
4795	Father Goose (1964)
7210	My Darling Clementine (1946)
7584	Woman of the Year (1942)
3548	Auntie Mame (1958)
59336	Redbelt (2008)
929	Foreign Correspondent (1940)
6989	Gorky Park (1983)
4803	Play Misty for Me (1971)
26171	Play Time (a.k.a. Playtime) (1967)
5544	Time After Time (1979)
5333	Bob le Flambeur (1955)
7088	Black Orpheus (Orfeu Negro) (1959)
49132	Shut Up & Sing (2006)
32582	Wild Parrots of Telegraph Hill, The (2003)
3090	Matewan (1987)
26713	Days of Being Wild (A Fei jingjyuhn) (1990)
76091	Mother (Madeo) (2009)
1942	All the King's Men (1949)
4218	River's Edge (1986)
26163	Don't Look Back (1967)
58191	Taxi to the Dark Side (2007)
8261	3 Women (Three Women) (1977)
7478	Swimming to Cambodia (1987)
4117	Hope and Glory (1987)
1542	Brassed Off (1996)
38159	Short Film About Love, A (Krótki film o milosci) (1988)
25805	Atalante, L' (1934)
4357	How to Marry a Millionaire (1953)
6974	Freshman, The (1990)
64997	War of the Worlds (2005)
26375	Silver Streak (1976)
668	Song of the Little Road (Pather Panchali) (1955)
5391	Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
34148	Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)
7071	Woman Under the Influence, A (1974)
7991	Death Race 2000 (1975)
26606	Chinese Ghost Story, A (Sinnui yauwan) (1987)
25927	Stranger, The (1946)
62203	Martyrs (2008)
3350	Raisin in the Sun, A (1961)
8712	My Favorite Wife (1940)
72479	Messenger, The (2009)
88672	Our Idiot Brother (2011)
4783	Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)
7025	Midnight Clear, A (1992)
73587	Soul Kitchen (2009)
44937	Child, The (L'enfant) (2005)
4705	Cage aux Folles, La (1978)
2734	Mosquito Coast, The (1986)
4205	Mermaids (1990)
26052	Pickpocket (1959)
6869	Bus 174 (Ônibus 174) (2002)
8754	Prime of Miss Jean Brodie, The (1969)
7300	Vanishing Point (1971)
90374	Martha Marcy May Marlene (2011)
8930	Five Obstructions, The (Fem benspænd, De) (2003)
3038	Face in the Crowd, A (1957)
6772	To Be and to Have (Être et avoir) (2002)
4488	Colors (1988)
3008	Last Night (1998)
281	Nobody's Fool (1994)
82	Antonia's Line (Antonia) (1995)
3684	Fabulous Baker Boys, The (1989)
26151	Au Hasard Balthazar (1966)
6862	Out of Time (2003)
1966	Metropolitan (1990)
8482	Picture of Dorian Gray, The (1945)
72167	Boondock Saints II: All Saints Day, The (2009)
233	Exotica (1994)
82767	Rabbit Hole (2010)
8711	Mr. Blandings Builds His Dream House (1948)
8158	Rush (1991)
728	Cold Comfort Farm (1995)
7087	Passage to India, A (1984)
7459	Carandiru (2003)
456	Fresh (1994)
5825	Life and Death of Colonel Blimp, The (1943)
4086	Big Easy, The (1987)
2941	South Pacific (1958)
5367	My Beautiful Laundrette (1985)
4710	Shootist, The (1976)
4184	Bishop's Wife, The (1947)
6668	Road Home, The (Wo de fu qin mu qin) (1999)
3475	Place in the Sun, A (1951)
8998	That's Entertainment (1974)
49220	For Your Consideration (2006)
6533	What's Up, Doc? (1972)
7771	Zorba the Greek (Alexis Zorbas) (1964)
6460	Trial, The (Procès, Le) (1962)
5909	Visitor Q (Bizita Q) (2001)
8796	Funny Thing Happened on the Way to the Forum, A (1966)
68932	Soloist, The (2009)
7840	Gunga Din (1939)
7564	Kwaidan (Kaidan) (1964)
34143	Dark Water (2005)
3153	7th Voyage of Sinbad, The (1958)
4338	Twelve O'Clock High (1949)
4966	Incredible Shrinking Man, The (1957)
6239	Journey to the Center of the Earth (1959)
8670	Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)
26094	Eclisse, L' (Eclipse) (1962)
71248	Extract (2009)
5644	Pride of the Yankees, The (1942)
4821	Joy Ride (2001)
938	Gigi (1958)
6579	One, Two, Three (1961)
841	Eyes Without a Face (Yeux sans visage, Les) (1959)
61075	Elegy (2008)
85179	Summer Wars (Samâ wôzu) (2009)
4920	Now, Voyager (1942)
4529	Bagdad Cafe (Out of Rosenheim) (1987)
5244	Shogun Assassin (1980)
26704	State of Grace (1990)
53447	Paranoid Park (2007)
4970	Blue Angel, The (Blaue Engel, Der) (1930)
7236	Boy and His Dog, A (1975)
5820	Standing in the Shadows of Motown (2002)
229	Death and the Maiden (1994)
4296	Love Story (1970)
4826	Big Red One, The (1980)
8044	I Am a Fugitive from a Chain Gang (1932)
7055	Swing Time (1936)
3873	Cat Ballou (1965)
707	Mulholland Falls (1996)
4802	Operation Petticoat (1959)
7009	Lorenzo's Oil (1992)
7238	Ashes and Diamonds (Popiól i diament) (1958)
91622	Young Adult (2011)
4263	Days of Wine and Roses (1962)
6612	Brother's Keeper (1992)
2937	Palm Beach Story, The (1942)
25954	Orpheus (Orphée) (1950)
7079	Hunchback of Notre Dame, The (1939)
3182	Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)
2285	If.... (1968)
2155	Slums of Beverly Hills, The (1998)
5932	Burden of Dreams (1982)
5198	Long Good Friday, The (1980)
6269	Stevie (2002)
7713	Cat People (1942)
54331	You Kill Me (2007)
3606	On the Town (1949)
627	Last Supper, The (1995)
6909	Eye, The (Gin gwai) (Jian gui) (2002)
4577	Casualties of War (1989)
2931	Time of the Gypsies (Dom za vesanje) (1989)
26359	1900 (Novecento) (1976)
67695	Observe and Report (2009)
27820	Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)
26694	Ju Dou (1990)
74916	Greenberg (2010)
42094	Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)
52375	Hoax, The (2007)
6990	Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)
1076	Innocents, The (1961)
7493	Three Faces of Eve, The (1957)
3002	My Best Fiend (Mein liebster Feind) (1999)
4912	Funny Girl (1968)
3739	Trouble in Paradise (1932)
26064	Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)
6748	Brood, The (1979)
32469	We're No Angels (1955)
2070	Tender Mercies (1983)
7335	Pickup on South Street (1953)
27563	Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)
4557	Tucker: The Man and His Dream (1988)
4082	Barfly (1987)
556	War Room, The (1993)
89761	Dangerous Method, A (2011)
6856	Yankee Doodle Dandy (1942)
26122	Onibaba (1964)
7223	D.O.A. (1950)
6101	Missing (1982)
1935	How Green Was My Valley (1941)
6672	War Photographer (2001)
3822	Girl on the Bridge, The (Fille sur le pont, La) (1999)
7895	Bring Me the Head of Alfredo Garcia (1974)
4921	Little Women (1933)
37855	Prize Winner of Defiance Ohio, The (2005)
2112	Grand Canyon (1991)
2344	Runaway Train (1985)
2330	Hands on a Hard Body (1996)
69458	Tyson (2008)
1554	Pillow Book, The (1996)
48061	Snoopy Come Home (1972)
50923	Astronaut Farmer, The (2007)
5237	Taps (1981)
26578	Sacrifice, The (Offret - Sacraficatio) (1986)
5938	Deathtrap (1982)
8188	Sansho the Bailiff (Sanshô dayû) (1954)
6935	Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)
2670	Run Silent Run Deep (1958)
7096	Rivers and Tides (2001)
4404	Faust (1926)
3194	Way We Were, The (1973)
26838	Snapper, The (1993)
1236	Trust (1990)
7107	Foul Play (1978)
7068	Last Year at Marienbad (L'Année dernière à Marienbad) (1961)
7069	Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)
8848	Vitelloni, I (a.k.a. The Young and the Passionate) (1953)
25868	Ball of Fire (1941)
4419	All That Heaven Allows (1955)
44849	Renaissance (2006)
670	World of Apu, The (Apur Sansar) (1959)
7708	Bedazzled (1967)
4515	Imagine: John Lennon (1988)
4278	Triumph of the Will (Triumph des Willens) (1934)
66130	Chocolate (2008)
4350	Forgotten Silver (1996)
4932	Dressed to Kill (1980)
313	Swan Princess, The (1994)
973	Meet John Doe (1941)
7979	Monterey Pop (1968)
4612	Jesus of Montreal (Jésus de Montréal) (1989)
4190	Elmer Gantry (1960)
7067	Juliet of the Spirits (Giulietta degli spiriti) (1965)
31522	Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)
8724	Leopard, The (Gattopardo, Il) (1963)
26349	Night Moves (1975)
81791	Somewhere (2010)
8264	Grey Gardens (1975)
5062	Seconds (1966)
8459	Heiress, The (1949)
3135	Great Santini, The (1979)
8765	This Gun for Hire (1942)
2102	Steamboat Willie (1928)
7086	Pygmalion (1938)
144	Brothers McMullen, The (1995)
3728	One False Move (1992)
2870	Barefoot in the Park (1967)
3632	Monsieur Verdoux (1947)
3627	Carnival of Souls (1962)
3341	Born Yesterday (1950)
55687	My Kid Could Paint That (2007)
25855	Roaring Twenties, The (1939)
3244	Goodbye Girl, The (1977)
2877	Tommy (1975)
25753	Greed (1924)
26078	Advise and Consent (1962)
2210	Sabotage (1936)
2553	Village of the Damned (1960)
58806	Smart People (2008)
26476	Merry Christmas Mr. Lawrence (1983)
7647	Noises Off... (1992)
6027	Dogfight (1991)
7756	Alexander Nevsky (Aleksandr Nevskiy) (1938)
1648	House of Yes, The (1997)
2361	Pink Flamingos (1972)
6561	Mouse That Roared, The (1959)
3125	End of the Affair, The (1999)
3430	Death Wish (1974)
3928	Abbott and Costello Meet Frankenstein (1948)
2099	Song of the South (1946)
1392	Citizen Ruth (1996)
8364	Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
47937	Severance (2006)
32387	Sword of Doom, The (Dai-bosatsu tôge) (1966)
2866	Buddy Holly Story, The (1978)
44613	Take the Lead (2006)
25891	Heaven Can Wait (1943)
47202	Secret Life of Words, The (2005)
33564	Divorce - Italian Style (Divorzio all'italiana) (1961)
2654	Wolf Man, The (1941)
921	My Favorite Year (1982)
5483	Kid Stays in the Picture, The (2002)
2524	Towering Inferno, The (1974)
3011	They Shoot Horses, Don't They? (1969)
1069	Murder, My Sweet (1944)
2983	Ipcress File, The (1965)
7020	Proof (1991)
25999	Wild One, The (1953)
3163	Topsy-Turvy (1999)
25937	Easter Parade (1948)
1649	Fast, Cheap & Out of Control (1997)
3813	Interiors (1978)
5034	Truly, Madly, Deeply (1991)
1051	Trees Lounge (1996)
5965	Duellists, The (1977)
46559	Road to Guantanamo, The (2006)
79897	Get Low (2009)
59590	Young at Heart (a.k.a. Young@Heart) (2007)
71619	Coco Before Chanel (Coco avant Chanel) (2009)
7333	Corbeau, Le (Raven, The) (1943)
1130	Howling, The (1980)
8609	Our Hospitality (1923)
5417	Fast Runner, The (Atanarjuat) (2001)
26148	Train, The (1964)
5867	Thief (1981)
8738	Woman Is a Woman, A (femme est une femme, Une) (1961)
25963	Young and the Damned, The (Olvidados, Los) (1950)
77421	Cyrus (2010)
65418	Wendy and Lucy (2008)
64501	Che: Part Two (2008)
3412	Bear, The (Ours, L') (1988)
7944	Night of the Iguana, The (1964)
42217	Late Spring (Banshun) (1949)
5373	Cranes Are Flying, The (Letyat zhuravli) (1957)
25938	Fort Apache (1948)
2929	Reds (1981)
6667	Waco: The Rules of Engagement (1997)
3598	Hamlet (2000)
31689	Inside Deep Throat (2005)
3929	Bank Dick, The (1940)
3645	Cleo from 5 to 7 (Cléo de 5 à 7) (1962)
7786	Genghis Blues (1999)
4325	Night, The (Notte, La) (1960)
6797	Bugsy (1991)
53921	Mighty Heart, A (2007)
26116	Hush... Hush, Sweet Charlotte (1964)
55729	King of California (2007)
2354	Rugrats Movie, The (1998)
6442	Belle époque (1992)
4405	Last Laugh, The (Letzte Mann, Der) (1924)
6123	Sunless (Sans Soleil) (1983)
7080	42nd Street (1933)
25763	Pandora's Box (Büchse der Pandora, Die) (1929)
3653	Endless Summer, The (1966)
25764	Cameraman, The (1928)
4000	Bounty, The (1984)
92643	Monsieur Lazhar (2011)
50066	Sweet Land (2005)
26366	Harlan County U.S.A. (1976)
72131	Michael Jackson's This Is It (2009)
927	Women, The (1939)
3789	Pawnbroker, The (1964)
3040	Meatballs (1979)
4784	French Lieutenant's Woman, The (1981)
6429	Winchester '73 (1950)
26158	Closely Watched Trains (Ostre sledované vlaky) (1966)
26564	'Round Midnight (1986)
46803	Young Mr. Lincoln (1939)
5039	Dragonslayer (1981)
2557	I Stand Alone (Seul contre tous) (1998)
3930	Creature from the Black Lagoon, The (1954)
1177	Enchanted April (1992)
7749	Weekend (a.k.a. Le Week-end) (Week End) (1967)
33072	F for Fake (Vérités et mensonges) (1973)
944	Lost Horizon (1937)
69685	Daria: Is It College Yet? (2002)
5114	Bad and the Beautiful, The (1952)
4234	Tailor of Panama, The (2001)
25825	Fury (1936)
25898	Day of Wrath (Vredens dag) (1943)
51694	Starter for 10 (2006)
26472	Norte, El (1984)
33677	Rock School (2005)
3169	Falcon and the Snowman, The (1985)
50842	Boss of It All, The (Direktøren for det hele) (2006)
6789	Apartment, The (Appartement, L') (1996)
299	Priest (1994)
26101	McLintock! (1963)
5440	She Wore a Yellow Ribbon (1949)
60382	Roman Polanski: Wanted and Desired (2008)
39886	Nine Lives (2005)
5839	My Father's Glory (La gloire de mon père) (1990)
417	Barcelona (1994)
6982	Forbidden Games (Jeux interdits) (1952)
7177	Osama (2003)
5752	Gregory's Girl (1981)
26400	Gates of Heaven (1978)
3142	U2: Rattle and Hum (1988)
3111	Places in the Heart (1984)
5840	My Mother's Castle (Château de ma mère, Le) (1990)
2439	Affliction (1997)
4998	Defiant Ones, The (1958)
8751	Gun Crazy (a.k.a. Deadly Is the Female) (1949)
2287	Them! (1954)
7826	Secret Life of Walter Mitty, The (1947)
6008	Son, The (Le fils) (2002)
8008	Brigadoon (1954)
2349	Mona Lisa (1986)
5788	All or Nothing (2002)
3729	Shaft (1971)
7074	Navigator, The (1924)
4541	Serpent and the Rainbow, The (1988)
55116	Hunting Party, The (2007)
26599	Law of Desire (Ley del deseo, La) (1987)
56915	Water Horse: Legend of the Deep, The (2007)
214	Before the Rain (Pred dozhdot) (1994)
2943	Indochine (1992)
8797	Salesman (1969)
91128	Rum Diary, The (2011)
3330	Splendor in the Grass (1961)
1941	Hamlet (1948)
6405	Treasure Island (1950)
7136	Stolen Kisses (Baisers volés) (1968)
8573	Reconstruction (2003)
302	Queen Margot (Reine Margot, La) (1994)
66200	Two Lovers (2008)
3679	Decline of Western Civilization, The (1981)
56274	Margot at the Wedding (2007)
31485	Professionals, The (1966)
3559	Limelight (1952)
6412	Destry Rides Again (1939)
31270	Shivers (They Came from Within) (1975)
4304	Startup.com (2001)
4410	Something Wild (1986)
4217	4 Little Girls (1997)
4212	Death on the Nile (1978)
1082	Candidate, The (1972)
5022	Servant, The (1963)
48741	U.S. vs. John Lennon, The (2006)
7171	Aileen: Life and Death of a Serial Killer (2003)
25774	Golden Age, The (Âge d'Or, L') (1930)
506	Orlando (1992)
3221	Draughtsman's Contract, The (1982)
3966	Detour (1945)
5686	Russian Ark (Russkiy Kovcheg) (2002)
6981	Ordet (Word, The) (1955)
907	Gay Divorcee, The (1934)
7745	Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)
2967	Bad Seed, The (1956)
25755	Phantom of the Opera, The (1925)
8330	Our Man in Havana (1959)
4339	Von Ryan's Express (1965)
25996	Star Is Born, A (1954)
6339	Man on the Train (Homme du train, L') (2002)
31309	Rocco and His Brothers (Rocco e i suoi fratelli) (1960)
6140	Tenebre (1982)
25995	Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954)
2262	About Last Night... (1986)
25773	Little Caesar (1931)
71205	Jennifer's Body (2009)
4537	Running on Empty (1988)
5250	Stir Crazy (1980)
7082	That Touch of Mink (1962)
7832	Thin Man Goes Home, The (1945)
25886	Random Harvest (1942)
3405	Night to Remember, A (1958)
3566	Big Kahuna, The (2000)
34155	Saraband (2003)
25828	Petrified Forest, The (1936)
4009	Talk Radio (1988)
25793	Vampyr (1932)
26246	Johnny Got His Gun (1971)
4174	Avalon (1990)
4830	Brubaker (1980)
549	Thirty-Two Short Films About Glenn Gould (1993)
3480	Lucas (1986)
25841	Stage Door (1937)
941	Mark of Zorro, The (1940)
8618	Johnny Guitar (1954)
33838	Rize (2005)
1633	Ulee's Gold (1997)
4523	Milagro Beanfield War (1988)
8521	Dr. Jekyll and Mr. Hyde (1931)
5797	Company of Wolves, The (1984)
5637	Flirting (1991)
8266	Purple Rain (1984)
26055	Floating Weeds (Ukigusa) (1959)
61071	Sisterhood of the Traveling Pants 2, The (2008)
3649	American Gigolo (1980)
5169	Scarlet Street (1945)
7896	Ride the High Country (1962)
5826	Rio Grande (1950)
3539	Filth and the Fury, The (2000)
1836	Last Days of Disco, The (1998)
6945	My Architect: A Son's Journey (2003)
3327	Beyond the Mat (1999)
25952	Letter to Three Wives, A (1949)
27716	Green Butchers, The (Grønne slagtere, De) (2003)
7065	Birth of a Nation, The (1915)
4274	Cleopatra (1963)
7791	Internal Affairs (1990)
4429	Moby Dick (1956)
2852	Soldier's Story, A (1984)
26965	Boxer, The (1997)
2519	House on Haunted Hill (1959)
6896	Shoah (1985)
8494	Cincinnati Kid, The (1965)
7225	Pumping Iron (1977)
25834	Captains Courageous (1937)
