item	genre
90430	Drama
2946	Comedy
2946	Musical
90057	Drama
59731	Documentary
3404	Action
3404	Drama
26712	Documentary
2363	Drama
2363	Horror
2363	Sci-Fi
3364	Crime
3364	Film-Noir
8838	Drama
8838	Romance
3932	Horror
3932	Sci-Fi
8690	Comedy
8690	Drama
8690	Sci-Fi
8690	War
43460	Comedy
43460	Drama
3074	Western
7924	Drama
7924	Film-Noir
7924	Thriller
501	Drama
7135	Crime
7135	Drama
7135	Romance
7135	Thriller
8183	Comedy
8183	Drama
8019	Drama
8019	Horror
8019	Mystery
8019	Thriller
55080	Crime
55080	Drama
55080	Thriller
8600	Crime
8600	Drama
6433	Documentary
4535	Drama
4535	Romance
4535	Western
1643	Drama
1643	Romance
314	Children
314	Drama
314	Fantasy
314	Mystery
8167	Action
8167	Adventure
8167	Romance
4056	Crime
4056	Drama
4056	Mystery
4056	Thriller
8327	Drama
8327	Romance
3358	Comedy
3358	Drama
3358	Fantasy
3358	Romance
8772	Drama
8772	Thriller
2693	Documentary
5222	Comedy
5222	Romance
2463	Comedy
77307	Drama
2184	Comedy
2184	Mystery
6786	Drama
5603	Comedy
5603	Crime
2346	Mystery
2346	Sci-Fi
2346	Thriller
3200	Comedy
3200	Drama
4787	Drama
60291	Documentary
7056	Action
7056	Crime
7056	Drama
222	Drama
222	Romance
7206	Comedy
3727	Horror
3727	Western
1161	Drama
1161	War
4835	Drama
6920	Crime
6920	Thriller
1694	Drama
8341	Adventure
8341	Crime
8341	Drama
5475	Drama
5475	Mystery
5475	Thriller
918	Musical
26258	Fantasy
26258	Western
7939	Drama
62437	Drama
7115	Horror
7115	Mystery
7115	Thriller
63808	Drama
1171	Comedy
7028	Comedy
7028	Crime
3061	Comedy
3061	Musical
27850	Documentary
1030	Adventure
1030	Animation
1030	Children
1030	Musical
1844	Drama
1844	Romance
4464	Comedy
4464	Drama
4464	Romance
3347	Adventure
3347	Drama
26172	Action
26172	Crime
26172	Drama
26172	Thriller
8016	Action
8016	Crime
8016	Drama
8016	Thriller
5059	Documentary
5304	Drama
5304	War
68522	Documentary
6448	Action
6448	Adventure
6448	Drama
3093	Drama
3093	Western
5893	Crime
5893	Drama
5893	Thriller
3685	Comedy
3685	Drama
3685	Romance
6660	Drama
6660	Fantasy
6660	Musical
6660	Romance
64499	Drama
64499	War
7218	Drama
7218	Western
1419	Adventure
1419	Drama
2181	Drama
2181	Mystery
2181	Romance
2181	Thriller
7062	Drama
4506	Crime
4506	Mystery
4506	Thriller
936	Comedy
936	Romance
5772	Drama
5572	Comedy
43333	Drama
43333	Romance
4809	Drama
5410	Drama
5410	Sci-Fi
2920	Drama
2920	Romance
32892	Drama
32892	War
26554	Drama
26554	Mystery
26554	Sci-Fi
26003	Crime
26003	Documentary
26003	War
3272	Crime
3272	Drama
3733	Drama
3420	Drama
3420	Thriller
8239	Comedy
8239	Drama
3189	Children
3189	Drama
6636	Comedy
6636	Romance
81018	Animation
1900	Comedy
1900	Drama
26425	Action
26425	Comedy
46855	Action
46855	Drama
46855	Thriller
46855	War
2925	Drama
26485	Drama
6978	Comedy
6978	Drama
7486	Drama
7486	Romance
26547	Action
26547	Comedy
26547	Crime
26547	Thriller
1938	Drama
2633	Horror
2633	Romance
1594	Comedy
1594	Drama
5288	Documentary
5288	War
2110	Comedy
2110	Crime
2110	Thriller
2867	Comedy
2867	Horror
2867	Thriller
8338	Drama
2612	Drama
2612	Film-Noir
3989	Documentary
48698	Documentary
8199	Drama
8199	Thriller
6970	Comedy
6970	Romance
680	Drama
680	Mystery
680	Romance
680	Sci-Fi
680	Thriller
6170	Adventure
6170	Children
6170	Drama
3032	Action
3032	Drama
3032	Sci-Fi
3032	Thriller
199	Drama
199	Musical
199	Romance
3634	Thriller
6183	Comedy
6183	Musical
6183	Romance
2159	Crime
2159	Horror
2159	Thriller
47721	Children
47721	Fantasy
1366	Drama
7209	Comedy
2550	Horror
2550	Thriller
7311	Drama
7311	Romance
55071	Documentary
46974	Drama
3181	Drama
2178	Thriller
4095	Drama
213	Drama
3274	Drama
3274	Thriller
943	Drama
943	Fantasy
943	Romance
5341	Drama
8684	Adventure
8684	Drama
72386	Drama
72386	Romance
72386	Thriller
67193	Crime
67193	Romance
67193	Thriller
80917	Drama
80917	Sci-Fi
4061	Drama
4061	Romance
1135	Comedy
1046	Drama
1046	Romance
8147	Drama
8147	Sci-Fi
1964	Drama
1964	Mystery
62250	Crime
62250	Drama
5470	Comedy
5470	Romance
4661	Crime
4661	Drama
4661	Thriller
1730	Drama
6273	Drama
6273	Film-Noir
6273	Mystery
6273	Romance
1934	Comedy
1934	Romance
4334	Drama
2779	Comedy
60647	Crime
60647	Drama
60647	Thriller
5712	Mystery
5712	Thriller
27722	Drama
27722	Romance
4407	Drama
4407	Thriller
4407	War
7748	Crime
7748	Drama
3342	Drama
3342	War
4062	Comedy
4062	Drama
4062	Romance
25769	Comedy
25769	Romance
54745	Comedy
54745	Drama
7792	Thriller
4291	Comedy
4291	Crime
6611	Drama
948	Drama
948	Romance
948	Western
6122	Comedy
6122	Documentary
7614	Musical
7614	Romance
7614	Western
55176	Documentary
663	Comedy
82667	Crime
82667	Thriller
3478	Drama
5121	Comedy
5121	Drama
4426	Film-Noir
7938	Drama
26422	Comedy
26422	Drama
26422	Musical
37736	Drama
2071	Drama
326	Drama
8039	Comedy
8039	Western
4624	Animation
4624	Comedy
4624	Musical
5525	Comedy
5525	Drama
5525	Romance
55451	Drama
55451	Romance
8011	Documentary
8235	Action
8235	Comedy
8235	Romance
2495	Animation
2495	Sci-Fi
2660	Horror
2660	Sci-Fi
1572	Drama
477	Drama
477	Musical
1914	Comedy
1914	Drama
4833	Horror
4833	Mystery
4833	Thriller
6780	Documentary
32179	Crime
32179	Drama
32179	Thriller
4292	Drama
3224	Drama
4191	Comedy
4191	Drama
4191	Romance
7941	Comedy
7941	Romance
58351	Drama
4021	Drama
61026	Action
61026	Adventure
61026	Drama
61026	War
2624	Drama
2624	Fantasy
5792	Comedy
5792	Drama
6271	Comedy
6271	Drama
6271	Romance
7937	Drama
64701	Drama
64701	Mystery
5628	Action
5628	Comedy
5628	Crime
5628	Drama
5628	Thriller
2015	Children
2015	Comedy
2015	Fantasy
1264	Action
1264	Drama
1264	Mystery
1264	Romance
1264	Thriller
8516	Drama
8516	Fantasy
8516	Romance
7844	Action
7844	Comedy
44864	Comedy
44864	Drama
44864	Romance
7042	Drama
7042	Romance
373	Thriller
5056	Crime
5056	Drama
48872	Film-Noir
48872	Thriller
176	Comedy
3852	Comedy
27822	Drama
27822	Thriller
3204	Action
3204	Mystery
3204	Thriller
25856	Drama
25856	Romance
4936	Drama
4936	Musical
581	Documentary
4336	Horror
4336	Thriller
1946	Drama
1946	Romance
26585	Crime
26585	Drama
26585	Thriller
2130	Crime
2130	Drama
2130	Romance
2135	Adventure
2135	Children
2135	Musical
1286	Drama
1286	Romance
26462	Crime
26462	Drama
26462	Thriller
4572	Action
4572	Crime
4572	Drama
6509	Drama
6509	Romance
901	Comedy
901	Musical
3927	Adventure
3927	Sci-Fi
6184	Drama
6184	Sci-Fi
43708	Comedy
43708	Documentary
7043	Drama
448	Drama
49347	Drama
3947	Action
3947	Crime
3947	Drama
3947	Thriller
5707	Drama
5707	Romance
1518	Action
1518	Thriller
7040	Action
7040	Crime
7040	Drama
7040	Thriller
26524	Documentary
6963	Documentary
1785	Crime
1785	Thriller
27882	Documentary
2131	Drama
7720	Action
7720	Adventure
7720	Comedy
7720	Romance
917	Children
917	Drama
50274	Drama
50274	Romance
159	Crime
159	Drama
159	Mystery
5941	Comedy
5941	Drama
5941	Musical
5941	Romance
4795	Adventure
4795	Comedy
4795	Romance
4795	War
7210	Western
7584	Comedy
7584	Romance
3548	Comedy
3548	Drama
59336	Action
59336	Drama
929	Drama
929	Film-Noir
929	Mystery
929	Thriller
6989	Crime
6989	Drama
6989	Thriller
4803	Drama
4803	Thriller
26171	Comedy
5544	Sci-Fi
5544	Thriller
5333	Crime
5333	Drama
7088	Drama
7088	Romance
49132	Documentary
32582	Documentary
3090	Drama
26713	Drama
26713	Romance
76091	Crime
76091	Drama
76091	Mystery
76091	Thriller
1942	Drama
4218	Crime
4218	Drama
26163	Documentary
26163	Musical
58191	Documentary
8261	Drama
7478	Drama
4117	Drama
1542	Comedy
1542	Drama
1542	Romance
38159	Drama
38159	Romance
25805	Comedy
25805	Drama
25805	Romance
4357	Comedy
4357	Drama
4357	Romance
6974	Comedy
6974	Crime
64997	Action
64997	Sci-Fi
26375	Action
26375	Comedy
26375	Crime
668	Drama
5391	Drama
34148	Drama
7071	Drama
7991	Action
7991	Sci-Fi
26606	Action
26606	Fantasy
26606	Horror
26606	Romance
25927	Drama
25927	Film-Noir
25927	Thriller
62203	Horror
3350	Drama
8712	Comedy
8712	Romance
72479	Drama
72479	Romance
72479	War
88672	Comedy
4783	Documentary
7025	Drama
7025	War
73587	Comedy
44937	Crime
44937	Drama
4705	Comedy
2734	Adventure
2734	Drama
2734	Thriller
4205	Comedy
4205	Drama
4205	Romance
26052	Crime
26052	Drama
6869	Crime
6869	Documentary
8754	Drama
7300	Action
7300	Drama
90374	Drama
90374	Thriller
8930	Documentary
3038	Drama
6772	Documentary
4488	Action
4488	Crime
4488	Drama
3008	Drama
3008	Sci-Fi
281	Comedy
281	Drama
281	Romance
82	Comedy
82	Drama
3684	Drama
3684	Romance
26151	Crime
26151	Drama
6862	Crime
6862	Drama
6862	Thriller
1966	Comedy
8482	Drama
8482	Fantasy
8482	Horror
72167	Action
72167	Crime
72167	Drama
72167	Thriller
233	Drama
82767	Drama
8711	Comedy
8158	Crime
8158	Drama
728	Comedy
7087	Adventure
7087	Drama
7459	Crime
7459	Drama
456	Crime
456	Drama
456	Thriller
5825	Drama
5825	Romance
5825	War
4086	Action
4086	Crime
4086	Mystery
4086	Romance
4086	Thriller
2941	Musical
2941	Romance
2941	War
5367	Drama
5367	Romance
4710	Drama
4710	Western
4184	Comedy
4184	Drama
4184	Romance
6668	Drama
6668	Romance
3475	Drama
3475	Romance
8998	Documentary
49220	Comedy
6533	Comedy
7771	Adventure
7771	Drama
6460	Drama
5909	Comedy
5909	Drama
5909	Horror
8796	Comedy
8796	Musical
68932	Drama
68932	Musical
7840	Adventure
7840	Comedy
7840	War
7564	Horror
34143	Drama
34143	Horror
34143	Thriller
3153	Action
3153	Adventure
3153	Fantasy
4338	Drama
4338	War
4966	Sci-Fi
4966	Thriller
6239	Adventure
6239	Children
6239	Sci-Fi
8670	Crime
8670	Horror
8670	Mystery
8670	Thriller
26094	Drama
71248	Comedy
5644	Drama
4821	Adventure
4821	Thriller
938	Musical
6579	Comedy
841	Horror
61075	Drama
61075	Romance
85179	Adventure
85179	Animation
85179	Comedy
85179	Sci-Fi
4920	Drama
4920	Romance
4529	Comedy
4529	Drama
5244	Action
5244	Adventure
26704	Crime
26704	Drama
26704	Thriller
53447	Crime
53447	Drama
4970	Drama
7236	Sci-Fi
5820	Documentary
5820	Musical
229	Drama
229	Thriller
4296	Drama
4296	Romance
4826	Action
4826	Adventure
4826	Drama
4826	War
8044	Crime
8044	Drama
8044	Film-Noir
7055	Comedy
7055	Musical
7055	Romance
3873	Comedy
3873	Western
707	Crime
707	Drama
707	Thriller
4802	Action
4802	Comedy
4802	Romance
4802	War
7009	Drama
7238	Drama
7238	War
91622	Comedy
91622	Drama
4263	Drama
6612	Documentary
2937	Comedy
25954	Drama
25954	Fantasy
25954	Romance
7079	Drama
3182	Documentary
2285	Drama
2155	Comedy
2155	Drama
5932	Documentary
5198	Drama
5198	Thriller
6269	Documentary
7713	Drama
7713	Horror
7713	Romance
7713	Thriller
54331	Comedy
54331	Crime
54331	Thriller
3606	Comedy
3606	Musical
3606	Romance
627	Drama
627	Thriller
6909	Thriller
4577	Drama
4577	War
2931	Comedy
2931	Crime
2931	Drama
2931	Fantasy
26359	Drama
26359	War
67695	Action
67695	Comedy
27820	Documentary
27820	Drama
26694	Drama
74916	Comedy
74916	Drama
42094	Drama
42094	Horror
42094	Mystery
52375	Crime
52375	Drama
6990	Action
6990	Adventure
6990	Comedy
6990	Crime
6990	Drama
1076	Drama
1076	Horror
1076	Thriller
7493	Drama
3002	Documentary
4912	Drama
4912	Musical
4912	Romance
3739	Comedy
3739	Romance
26064	Drama
26064	Thriller
6748	Horror
32469	Comedy
32469	Crime
32469	Drama
2070	Drama
2070	Romance
2070	Western
7335	Film-Noir
27563	Comedy
27563	Horror
27563	Musical
4557	Drama
4082	Comedy
4082	Drama
4082	Romance
556	Documentary
89761	Drama
89761	Thriller
6856	Drama
6856	Musical
26122	Drama
26122	Horror
26122	War
7223	Drama
7223	Film-Noir
7223	Mystery
6101	Drama
6101	Mystery
6101	Thriller
1935	Drama
1935	Musical
1935	Romance
6672	Documentary
6672	War
3822	Drama
3822	Romance
7895	Crime
7895	Drama
7895	Thriller
4921	Drama
4921	Romance
37855	Drama
2112	Crime
2112	Drama
2344	Action
2344	Adventure
2344	Drama
2344	Thriller
2330	Comedy
2330	Documentary
69458	Documentary
1554	Drama
1554	Romance
48061	Animation
48061	Children
48061	Comedy
48061	Musical
50923	Drama
5237	Drama
26578	Drama
5938	Comedy
5938	Crime
5938	Mystery
5938	Thriller
8188	Drama
6935	Documentary
2670	War
7096	Documentary
4404	Drama
4404	Fantasy
4404	Horror
3194	Drama
3194	Romance
26838	Comedy
26838	Drama
1236	Comedy
1236	Drama
1236	Romance
7107	Comedy
7107	Thriller
7068	Drama
7068	Mystery
7068	Romance
7069	Drama
8848	Drama
25868	Comedy
25868	Romance
4419	Drama
4419	Romance
44849	Action
44849	Animation
44849	Film-Noir
44849	Sci-Fi
44849	Thriller
670	Drama
7708	Comedy
7708	Fantasy
4515	Documentary
4278	Documentary
66130	Action
66130	Drama
4350	Comedy
4350	Documentary
4932	Mystery
4932	Thriller
313	Animation
313	Children
973	Comedy
973	Drama
7979	Documentary
7979	Musical
4612	Drama
4190	Drama
7067	Comedy
7067	Drama
7067	Fantasy
7067	Romance
31522	Drama
8724	Drama
8724	War
26349	Crime
26349	Thriller
81791	Drama
8264	Documentary
5062	Mystery
5062	Sci-Fi
5062	Thriller
8459	Drama
8459	Romance
3135	Drama
8765	Crime
8765	Film-Noir
8765	Thriller
2102	Animation
2102	Children
2102	Comedy
2102	Musical
7086	Comedy
7086	Drama
144	Comedy
3728	Crime
3728	Drama
3728	Film-Noir
3728	Thriller
2870	Comedy
3632	Comedy
3632	Crime
3627	Horror
3627	Thriller
3341	Comedy
55687	Documentary
25855	Crime
25855	Drama
25855	Thriller
3244	Comedy
3244	Romance
2877	Drama
2877	Musical
25753	Drama
26078	Drama
2210	Thriller
2553	Horror
2553	Sci-Fi
2553	Thriller
58806	Comedy
58806	Drama
58806	Romance
26476	Drama
26476	War
7647	Comedy
6027	Drama
6027	Romance
7756	Action
7756	Drama
7756	War
1648	Comedy
1648	Drama
2361	Comedy
6561	Comedy
6561	War
3125	Drama
3430	Action
3430	Crime
3430	Drama
3928	Comedy
3928	Horror
2099	Adventure
2099	Animation
2099	Children
2099	Musical
1392	Comedy
1392	Drama
8364	Drama
47937	Comedy
47937	Horror
47937	Thriller
32387	Action
32387	Drama
2866	Drama
44613	Drama
25891	Comedy
25891	Fantasy
25891	Romance
47202	Drama
47202	Romance
33564	Comedy
2654	Drama
2654	Fantasy
2654	Horror
921	Comedy
5483	Documentary
2524	Action
2524	Adventure
2524	Drama
2524	Thriller
3011	Drama
1069	Crime
1069	Film-Noir
1069	Thriller
2983	Thriller
7020	Comedy
7020	Drama
7020	Romance
25999	Drama
3163	Comedy
3163	Drama
3163	Musical
25937	Musical
25937	Romance
1649	Documentary
3813	Drama
5034	Drama
5034	Romance
1051	Drama
5965	Action
5965	War
46559	Drama
46559	War
79897	Comedy
79897	Drama
79897	Mystery
59590	Documentary
59590	Musical
71619	Drama
7333	Crime
7333	Drama
7333	Thriller
1130	Horror
1130	Mystery
8609	Comedy
5417	Drama
5417	Fantasy
26148	Action
26148	Thriller
26148	War
5867	Crime
5867	Drama
5867	Thriller
8738	Comedy
8738	Drama
8738	Musical
8738	Romance
25963	Crime
25963	Drama
77421	Comedy
77421	Drama
77421	Romance
65418	Drama
64501	Drama
64501	War
3412	Adventure
3412	Children
3412	Drama
7944	Drama
7944	Thriller
42217	Drama
5373	Drama
5373	Romance
5373	War
25938	Western
2929	Drama
2929	Romance
6667	Documentary
3598	Crime
3598	Drama
3598	Romance
3598	Thriller
31689	Documentary
3929	Comedy
3645	Drama
7786	Documentary
4325	Drama
6797	Crime
6797	Drama
53921	Drama
53921	Thriller
26116	Horror
26116	Thriller
55729	Comedy
2354	Animation
2354	Children
2354	Comedy
6442	Comedy
6442	Romance
4405	Drama
6123	Documentary
7080	Drama
7080	Musical
7080	Romance
25763	Drama
3653	Documentary
25764	Comedy
25764	Drama
25764	Romance
4000	Adventure
4000	Drama
92643	Children
92643	Comedy
92643	Drama
50066	Drama
50066	Romance
26366	Documentary
72131	Documentary
72131	Musical
927	Comedy
3789	Drama
3040	Comedy
4784	Drama
6429	Western
26158	Comedy
26158	Drama
26158	War
26564	Drama
26564	Musical
46803	Drama
5039	Action
5039	Adventure
5039	Fantasy
2557	Drama
2557	Thriller
3930	Adventure
3930	Horror
3930	Sci-Fi
1177	Drama
1177	Romance
7749	Drama
33072	Documentary
33072	Mystery
944	Drama
69685	Animation
69685	Comedy
5114	Drama
4234	Drama
4234	Thriller
25825	Drama
25825	Film-Noir
25898	Drama
51694	Drama
51694	Romance
26472	Adventure
26472	Drama
33677	Documentary
3169	Drama
3169	Thriller
50842	Comedy
50842	Drama
6789	Drama
6789	Mystery
6789	Romance
299	Drama
26101	Comedy
26101	Western
5440	Western
60382	Documentary
39886	Drama
5839	Adventure
5839	Drama
417	Comedy
417	Romance
6982	Drama
6982	War
7177	Drama
5752	Comedy
5752	Romance
26400	Documentary
3142	Documentary
3142	Musical
3111	Drama
5840	Comedy
5840	Drama
2439	Drama
4998	Adventure
4998	Crime
4998	Drama
4998	Thriller
8751	Crime
8751	Drama
8751	Film-Noir
2287	Horror
2287	Sci-Fi
2287	Thriller
7826	Comedy
7826	Romance
7826	Thriller
6008	Drama
8008	Fantasy
8008	Musical
8008	Romance
2349	Comedy
2349	Thriller
5788	Drama
3729	Action
3729	Crime
3729	Drama
3729	Thriller
7074	Comedy
4541	Horror
55116	Action
55116	Adventure
55116	Comedy
55116	Drama
55116	Thriller
26599	Comedy
26599	Drama
26599	Romance
56915	Adventure
56915	Children
56915	Fantasy
214	Drama
214	War
2943	Drama
2943	Romance
8797	Documentary
91128	Comedy
91128	Drama
91128	Thriller
3330	Drama
3330	Romance
1941	Drama
6405	Adventure
6405	Children
7136	Comedy
7136	Drama
7136	Romance
8573	Drama
8573	Romance
302	Drama
302	Romance
66200	Drama
66200	Romance
3679	Documentary
3679	Musical
56274	Drama
31485	Western
3559	Comedy
3559	Drama
3559	Romance
6412	Comedy
6412	Western
31270	Drama
31270	Horror
31270	Sci-Fi
4304	Documentary
4410	Comedy
4410	Crime
4410	Drama
4217	Documentary
4212	Crime
4212	Mystery
1082	Drama
5022	Drama
48741	Documentary
7171	Documentary
25774	Comedy
25774	Drama
25774	Romance
506	Drama
506	Fantasy
506	Romance
3221	Drama
3966	Crime
3966	Film-Noir
5686	Drama
5686	Fantasy
5686	War
6981	Drama
907	Comedy
907	Musical
907	Romance
7745	Drama
2967	Drama
2967	Thriller
25755	Drama
25755	Horror
8330	Comedy
8330	Drama
8330	Thriller
4339	Action
4339	Adventure
4339	Drama
4339	War
25996	Drama
25996	Musical
6339	Comedy
6339	Drama
31309	Crime
31309	Drama
6140	Horror
6140	Mystery
6140	Thriller
25995	Action
25995	Adventure
25995	Drama
2262	Comedy
2262	Drama
2262	Romance
25773	Crime
25773	Drama
71205	Comedy
71205	Horror
71205	Sci-Fi
71205	Thriller
4537	Drama
5250	Comedy
7082	Comedy
7082	Romance
7832	Comedy
7832	Crime
7832	Mystery
25886	Drama
25886	Romance
3405	Action
3405	Drama
3566	Comedy
3566	Drama
34155	Drama
25828	Crime
25828	Drama
25828	Romance
4009	Drama
25793	Fantasy
25793	Horror
26246	Drama
26246	War
4174	Drama
4830	Crime
4830	Drama
549	Drama
549	Musical
3480	Drama
3480	Romance
25841	Drama
941	Adventure
8618	Drama
8618	Western
33838	Documentary
1633	Drama
4523	Comedy
4523	Drama
4523	Fantasy
8521	Drama
8521	Horror
5797	Fantasy
5797	Horror
5637	Drama
8266	Drama
8266	Musical
26055	Drama
61071	Adventure
61071	Comedy
61071	Drama
61071	Romance
3649	Drama
5169	Film-Noir
7896	Adventure
7896	Drama
7896	Western
5826	Romance
5826	Western
3539	Documentary
1836	Comedy
1836	Drama
6945	Documentary
3327	Documentary
25952	Comedy
25952	Drama
27716	Comedy
27716	Crime
27716	Drama
27716	Romance
7065	Drama
7065	War
4274	Drama
4274	Romance
7791	Crime
7791	Thriller
4429	Drama
2852	Drama
26965	Drama
26965	Thriller
2519	Drama
2519	Horror
2519	Thriller
6896	Documentary
6896	War
8494	Drama
7225	Documentary
25834	Adventure
25834	Drama
2802	Action
2802	Drama
2802	Romance
2802	Thriller
6021	Crime
6021	Drama
6021	Mystery
6021	Thriller
31934	Adventure
31934	War
31770	Film-Noir
31770	Thriller
6306	Documentary
1929	Drama
1929	Romance
44587	Documentary
44587	Drama
5516	Crime
5516	Drama
5516	Thriller
25866	Action
25866	Adventure
25866	Romance
2518	Comedy
7241	Drama
7241	War
43869	Adventure
43869	Animation
43869	Children
43869	Comedy
85	Drama
85	Romance
5119	Drama
2611	Drama
4077	Drama
4077	Thriller
7883	Drama
7883	Horror
4276	Comedy
8923	Drama
8923	Romance
5383	Crime
5383	Horror
5383	Mystery
5214	Comedy
5214	Fantasy
7936	Drama
7936	War
7940	Drama
5434	Drama
5434	Film-Noir
5434	Thriller
7212	Comedy
7212	Romance
25865	Drama
25865	Film-Noir
1940	Drama
32853	Documentary
32853	War
8451	Drama
7114	Drama
7114	Horror
7114	Thriller
2097	Children
2097	Drama
2097	Fantasy
2097	Mystery
2097	Thriller
6898	Drama
32770	Drama
6983	Drama
6983	Romance
5548	Comedy
7078	Drama
7011	Comedy
7011	Crime
7011	Drama
54513	Drama
32943	Comedy
32943	Drama
3036	Adventure
3036	Drama
6967	Horror
6967	Mystery
7577	Comedy
7577	Fantasy
7577	Musical
7577	Romance
4788	Drama
4788	Romance
2240	Drama
3289	Drama
6356	Western
74750	Horror
74750	Thriller
1936	Drama
1936	War
26663	Crime
26663	Romance
26663	Thriller
5569	Crime
5569	Horror
5569	Thriller
53769	Comedy
53769	Romance
26527	Comedy
26527	Drama
45221	Comedy
31702	Drama
31702	War
8331	Comedy
58492	Drama
5073	Drama
26302	Drama
71542	Documentary
65577	Adventure
65577	Animation
65577	Children
65577	Comedy
65577	Fantasy
26318	Comedy
26318	Drama
32160	Comedy
7705	Comedy
7705	Romance
1683	Drama
1683	Romance
4345	Drama
1365	Drama
5398	Drama
6609	Drama
7058	Comedy
8785	Drama
32525	Drama
26178	Comedy
26178	Drama
26178	Romance
1184	Comedy
1184	Drama
6228	Comedy
6228	Romance
6228	Thriller
3426	Drama
3426	Romance
26240	Drama
26240	Thriller
26240	War
8767	Crime
8767	Film-Noir
8767	Thriller
5963	Drama
47778	Drama
1192	Documentary
4801	Drama
6571	Drama
3102	Crime
3102	Romance
3102	Thriller
31260	Drama
935	Comedy
935	Musical
6984	Drama
4688	Adventure
4688	Drama
1859	Drama
25870	Comedy
25870	Fantasy
25870	Romance
8270	Comedy
8270	Drama
8270	Romance
55067	Drama
55067	Thriller
4480	Horror
4480	Sci-Fi
7126	Comedy
7126	Crime
7126	Drama
7126	Film-Noir
7126	Musical
8379	Drama
3787	Comedy
57845	Documentary
60758	Drama
4956	Action
4956	Adventure
4956	Comedy
4956	Drama
4956	Romance
4956	Thriller
4283	Drama
3232	Comedy
48879	Drama
48879	Thriller
2847	Adventure
2847	Drama
2847	Romance
26208	Comedy
26208	Drama
26208	Romance
2796	Comedy
3167	Comedy
3167	Drama
3516	Comedy
3516	Fantasy
3516	Romance
4297	Drama
6178	Drama
6178	Romance
26788	Comedy
26788	Drama
7942	Drama
7942	Romance
4806	Drama
5801	Comedy
5801	War
4194	Drama
4194	Romance
4194	War
1050	Documentary
1050	Drama
7061	Drama
7061	Romance
3094	Drama
3094	Romance
7702	Drama
6358	Comedy
6358	Musical
6358	Romance
495	Drama
51678	Drama
8752	Drama
8752	Film-Noir
8752	Romance
190	Thriller
26231	Crime
26231	Drama
26231	Thriller
7039	Crime
7039	Mystery
7039	Thriller
3854	Drama
3854	Romance
3854	War
7835	Comedy
7835	Crime
7835	Drama
7835	Musical
7835	Mystery
7835	Romance
2077	Adventure
2077	Children
30712	Crime
30712	Drama
30712	Film-Noir
757	Drama
51007	Action
51007	Adventure
51007	Drama
51007	War
1904	Comedy
1904	Drama
58879	Documentary
58879	Musical
5258	Drama
6031	Drama
6031	Romance
3724	Drama
3724	War
8933	Comedy
8933	Drama
57792	Comedy
8496	Drama
8496	Romance
3028	Comedy
7990	Comedy
7990	Musical
421	Adventure
421	Children
421	Drama
702	Drama
49422	Adventure
49422	Comedy
49422	Crime
4337	Drama
4337	Romance
4337	War
26758	Drama
26758	Romance
3700	Drama
3700	Sci-Fi
32591	Comedy
32591	Drama
32591	Romance
6051	Action
6051	Crime
6051	Drama
41226	Drama
2575	Drama
34482	Drama
5974	Adventure
5974	Fantasy
3223	Drama
3865	Comedy
3865	Documentary
47978	Drama
7059	Children
7059	Drama
25947	Comedy
6126	Drama
31617	Action
31617	Adventure
31617	Drama
31617	Romance
31617	War
2247	Comedy
8601	Comedy
8601	Drama
1860	Drama
4495	Comedy
4495	Romance
5001	Action
5001	Drama
5001	War
4798	Comedy
4798	Romance
4999	Drama
4999	Romance
7301	Drama
55205	Drama
6798	Children
6798	Comedy
6798	Crime
6798	Musical
5279	Comedy
5279	Romance
6918	Drama
6452	Drama
6230	Drama
34359	Comedy
55063	Documentary
55063	Fantasy
7487	Drama
25795	Comedy
25795	Drama
25795	Romance
5914	Documentary
4785	Drama
4785	Western
89535	Comedy
89535	Drama
3379	Drama
5642	Drama
8017	Crime
8017	Drama
8017	Thriller
31956	Drama
31956	Romance
5799	Drama
5799	Romance
5799	War
3655	Drama
8938	Documentary
4237	Documentary
6516	Drama
1948	Adventure
1948	Comedy
1948	Romance
6400	Documentary
1395	Comedy
1395	Drama
4318	Comedy
4318	Drama
37545	Drama
6125	Comedy
6125	Documentary
6125	Musical
632	Drama
632	War
3368	Romance
3368	Western
32234	Drama
4811	Drama
4811	Musical
32239	Comedy
32239	Drama
32239	Horror
32239	Sci-Fi
32239	Thriller
8126	Drama
60295	Documentary
31035	Drama
2972	Drama
2972	War
25752	Comedy
6467	Crime
6467	Drama
25901	Drama
25901	War
58334	Drama
58334	Romance
5038	Adventure
5038	Animation
5038	Children
5038	Drama
5038	Fantasy
5101	Comedy
5101	Documentary
43910	Documentary
43910	Musical
4151	Comedy
4151	Drama
4151	Romance
3015	Thriller
3456	Drama
7489	Comedy
7489	Drama
27271	Drama
8520	Action
8520	Crime
8520	Thriller
4411	Western
38188	Crime
38188	Drama
38188	Mystery
8661	Adventure
8661	Drama
8661	Western
26283	Crime
26283	Drama
26283	Thriller
6581	Comedy
6581	Drama
6581	Mystery
8786	Drama
26313	Comedy
26313	Drama
3872	Drama
26631	Animation
26631	Fantasy
26631	Mystery
6466	Drama
6466	Romance
7897	Comedy
7897	Western
2171	Comedy
2171	Drama
2171	Romance
44168	Western
3713	Drama
3338	Documentary
7815	Comedy
7815	Musical
58876	Drama
58876	War
8989	Comedy
8989	Musical
31590	Crime
31590	Drama
31590	Thriller
