item	director
5027	nm0001353
4531	nm0001353
8119	nm0001353
43	nm0001355
73027	nm0001355
2622	nm0001355
605	nm0001355
3712	nm0001355
5873	nm0001355
1994	nm0001361
2459	nm0001361
31502	nm0001361
2377	nm0001361
2460	nm0001361
913	nm0001379
969	nm0001379
1254	nm0001379
1303	nm0001379
3334	nm0001379
3364	nm0001379
3685	nm0001379
7944	nm0001379
4429	nm0001379
6450	nm0001379
4428	nm0001379
970	nm0001379
5986	nm0001379
4039	nm0001379
8731	nm0001379
6478	nm0001379
6461	nm0001379
5796	nm0001379
5915	nm0001379
2311	nm0001382
3113	nm0001382
379	nm0001382
4443	nm0001382
26398	nm0001382
879	nm0001382
27618	nm0001382
9	nm0001382
2457	nm0001382
3197	nm0001382
4756	nm0001382
4993	nm0001392
7153	nm0001392
5952	nm0001392
41569	nm0001392
247	nm0001392
1241	nm0001392
4624	nm0001392
4350	nm0001392
98809	nm0001392
106489	nm0001392
799	nm0001392
1255	nm0001392
72731	nm0001392
118696	nm0001392
1136	nm0001402
1080	nm0001402
6807	nm0001402
4591	nm0001402
7355	nm0001402
1094	nm0001403
55080	nm0001403
3125	nm0001403
2349	nm0001403
5797	nm0001403
253	nm0001403
40955	nm0001403
1699	nm0001403
991	nm0001403
6279	nm0001403
74488	nm0001403
98361	nm0001403
2336	nm0001408
55274	nm0001408
5611	nm0001408
71823	nm0001408
2352	nm0001410
2917	nm0001410
7027	nm0001410
4464	nm0001410
2112	nm0001410
6250	nm0001410
236	nm0001410
383	nm0001410
2883	nm0001410
6614	nm0001410
1945	nm0001415
1104	nm0001415
949	nm0001415
3038	nm0001415
3330	nm0001415
1940	nm0001415
32369	nm0001415
25918	nm0001415
307	nm0001425
306	nm0001425
308	nm0001425
1176	nm0001425
8656	nm0001425
26587	nm0001425
38159	nm0001425
8844	nm0001425
6118	nm0001425
8370	nm0001429
1809	nm0001429
26840	nm0001429
8327	nm0001429
8012	nm0001429
4640	nm0001429
32196	nm0001429
2843	nm0001437
665	nm0001437
2931	nm0001437
8254	nm0001437
39768	nm0001437
1594	nm0001438
2165	nm0001438
5527	nm0001438
47810	nm0001438
3893	nm0001438
6341	nm0001438
61705	nm0001438
77191	nm0001438
1876	nm0001460
3969	nm0001460
1616	nm0001460
66691	nm0001460
1201	nm0001466
2951	nm0001466
3681	nm0001466
1209	nm0001466
1227	nm0001466
7894	nm0001466
1961	nm0001469
3448	nm0001469
1747	nm0001469
3098	nm0001469
3543	nm0001469
6797	nm0001469
4174	nm0001469
1395	nm0001469
1779	nm0001469
2253	nm0001469
225	nm0001469
1061	nm0001469
4844	nm0001469
3078	nm0001469
77837	nm0001469
2414	nm0001469
48593	nm0001469
7448	nm0001469
1203	nm0001486
3362	nm0001486
3504	nm0001486
3735	nm0001486
55805	nm0001486
8879	nm0001486
7560	nm0001486
3068	nm0001486
5938	nm0001486
3789	nm0001486
4537	nm0001486
8650	nm0001486
3734	nm0001486
44197	nm0001486
3101	nm0001490
5364	nm0001490
3476	nm0001490
2025	nm0001490
2269	nm0001490
2942	nm0001490
3707	nm0001490
8128	nm0001501
5772	nm0001501
32179	nm0001501
2130	nm0001501
47274	nm0001501
334	nm0001501
6961	nm0001501
8499	nm0001501
381	nm0001502
2497	nm0001502
33750	nm0001502
5612	nm0001502
4305	nm0001502
2797	nm0001508
3255	nm0001508
3105	nm0001508
516	nm0001508
4867	nm0001508
1363	nm0001508
2468	nm0001508
1036	nm0001532
1610	nm0001532
165	nm0001532
3527	nm0001532
2826	nm0001532
485	nm0001532
2763	nm0001532
6263	nm0001532
2822	nm0001532
7156	nm0001554
1189	nm0001554
6780	nm0001554
3182	nm0001554
1649	nm0001554
26400	nm0001554
5914	nm0001554
60341	nm0001554
40815	nm0001565
357	nm0001565
1466	nm0001565
1177	nm0001565
7154	nm0001565
56001	nm0001565
2598	nm0001565
78105	nm0001565
1247	nm0001566
8981	nm0001566
56788	nm0001566
2132	nm0001566
2245	nm0001566
1810	nm0001566
4349	nm0001566
38499	nm0001566
4809	nm0001566
3167	nm0001566
4318	nm0001566
382	nm0001566
141	nm0001566
4478	nm0001566
7572	nm0001566
6832	nm0001566
72308	nm0001579
6022	nm0001579
6787	nm0001587
1096	nm0001587
7018	nm0001587
1964	nm0001587
7792	nm0001587
2803	nm0001587
1488	nm0001587
6609	nm0001596
6599	nm0001596
7024	nm0001596
8739	nm0001596
599	nm0001603
6301	nm0001603
8016	nm0001603
7895	nm0001603
7896	nm0001603
7897	nm0001603
7889	nm0001603
3339	nm0001603
454	nm0001628
4361	nm0001628
2819	nm0001628
27821	nm0001628
1959	nm0001628
3074	nm0001628
5707	nm0001628
3194	nm0001628
3011	nm0001628
7	nm0001628
52967	nm0001631
102588	nm0001631
94931	nm0001631
1748	nm0001639
353	nm0001639
8644	nm0001639
67197	nm0001639
1197	nm0001661
1259	nm0001661
1307	nm0001661
1288	nm0001661
2268	nm0001661
3499	nm0001661
11	nm0001661
6636	nm0001661
1401	nm0001661
56587	nm0001661
42007	nm0001661
2961	nm0001661
6493	nm0001661
80586	nm0001661
6265	nm0001674
51903	nm0001674
32587	nm0001675
52281	nm0001675
54995	nm0001675
3267	nm0001675
4232	nm0001675
2428	nm0001675
5504	nm0001675
6566	nm0001675
70	nm0001675
163	nm0001675
18	nm0001675
6709	nm0001675
80219	nm0001675
113573	nm0001675
7045	nm0001676
5105	nm0001676
1419	nm0001676
6184	nm0001676
26231	nm0001676
65612	nm0001676
968	nm0001681
7387	nm0001681
33834	nm0001681
6731	nm0001681
3016	nm0001681
58332	nm0001681
6395	nm0001681
7492	nm0001681
4713	nm0001692
2877	nm0001692
26241	nm0001692
4518	nm0001692
2439	nm0001707
3649	nm0001707
1346	nm0001707
5680	nm0001707
3950	nm0001708
153	nm0001708
6281	nm0001708
4128	nm0001708
3686	nm0001708
1562	nm0001708
3020	nm0001708
30816	nm0001708
2505	nm0001708
805	nm0001708
350	nm0001708
3115	nm0001708
2146	nm0001708
6884	nm0001708
51086	nm0001708
5414	nm0001708
58162	nm0001710
87079	nm0001710
994	nm0001714
33358	nm0001714
555	nm0001716
69306	nm0001716
2353	nm0001716
7445	nm0001716
49278	nm0001716
3550	nm0001716
161	nm0001716
1101	nm0001716
4084	nm0001716
1100	nm0001716
7007	nm0001716
37382	nm0001716
782	nm0001716
4901	nm0001716
81782	nm0001716
6373	nm0001723
788	nm0001723
53993	nm0001723
5127	nm0001723
344	nm0001723
1485	nm0001723
2431	nm0001723
50	nm0001741
3793	nm0001741
6333	nm0001741
46530	nm0001741
64983	nm0001741
111362	nm0001741
2320	nm0001741
101025	nm0001741
33558	nm0001747
1592	nm0001747
4963	nm0001752
4034	nm0001752
3408	nm0001752
8984	nm0001752
53322	nm0001752
1186	nm0001752
1912	nm0001752
5881	nm0001752
89470	nm0001752
71211	nm0001752
2912	nm0001752
64499	nm0001752
64501	nm0001752
38188	nm0001752
483	nm0001752
68324	nm0001752
1546	nm0001752
92008	nm0001752
7003	nm0001752
50064	nm0001752
100383	nm0001752
95449	nm0001752
102819	nm0001752
2318	nm0001754
562	nm0001754
5074	nm0001754
33138	nm0001754
21	nm0001756
410	nm0001756
1580	nm0001756
5459	nm0001756
2124	nm0001756
2701	nm0001756
4774	nm0001756
94777	nm0001756
45208	nm0001756
61132	nm0001774
784	nm0001774
372	nm0001774
4816	nm0001774
106918	nm0001774
1966	nm0001775
417	nm0001775
1836	nm0001775
3503	nm0001789
1232	nm0001789
26150	nm0001789
3415	nm0001789
32892	nm0001789
26578	nm0001789
7759	nm0001789
2802	nm0001801
2237	nm0001801
1704	nm0001814
63876	nm0001814
6890	nm0001814
3019	nm0001814
45	nm0001814
1611	nm0001814
53447	nm0001814
50912	nm0001814
2389	nm0001814
34326	nm0001814
6162	nm0001814
4019	nm0001814
1682	nm0001837
1246	nm0001837
6947	nm0001837
1674	nm0001837
5747	nm0001837
2919	nm0001837
1913	nm0001837
448	nm0001837
2734	nm0001837
4927	nm0001837
6238	nm0001837
83369	nm0001837
2648	nm0001843
1340	nm0001843
3932	nm0001843
53919	nm0001843
1888	nm0001845
8869	nm0001845
4	nm0001845
529	nm0001873
2433	nm0001873
48326	nm0001873
3668	nm0001874
3028	nm0001874
3723	nm0001874
613	nm0001874
2436	nm0001874
2791	nm0001878
3868	nm0001878
3869	nm0001878
5500	nm0001878
2463	nm0001878
6888	nm0001878
44972	nm0001878
2060	nm0001878
6687	nm0001878
49530	nm0001880
1242	nm0001880
647	nm0001880
65216	nm0001880
2262	nm0001880
7143	nm0001880
2334	nm0001880
266	nm0001880
82167	nm0001880
7371	nm0001885
3910	nm0001885
1354	nm0001885
8930	nm0001885
50842	nm0001885
7134	nm0001885
86320	nm0001885
6971	nm0001885
69134	nm0001885
3569	nm0001885
7505	nm0001885
39869	nm0001885
108727	nm0001885
108981	nm0001885
1088	nm0001915
3247	nm0001915
5309	nm0001915
3405	nm0001928
3658	nm0001928
1131	nm0001945
1132	nm0001945
29	nm0001988
1175	nm0001988
151	nm0001994
49265	nm0001994
6436	nm0001994
1687	nm0001994
7101	nm0001994
5563	nm0001994
8493	nm0001994
44759	nm0001994
5475	nm0002020
6101	nm0002020
6454	nm0002020
6041	nm0002020
46156	nm0002020
919	nm0002030
920	nm0002030
914	nm0002030
898	nm0002030
7121	nm0002030
906	nm0002030
25850	nm0002030
4921	nm0002030
3341	nm0002030
927	nm0002030
25996	nm0002030
7705	nm0002030
25795	nm0002030
25833	nm0002030
8153	nm0002030
912	nm0002031
940	nm0002031
8600	nm0002031
8167	nm0002031
2612	nm0002031
32469	nm0002031
6856	nm0002031
25866	nm0002031
7058	nm0002031
3675	nm0002031
58295	nm0002044
43396	nm0002044
4033	nm0002044
3505	nm0002044
4000	nm0002044
196	nm0002044
6059	nm0002044
1438	nm0002044
4487	nm0002044
899	nm0002045
911	nm0002045
6785	nm0002045
901	nm0002045
3606	nm0002045
7708	nm0002045
26178	nm0002045
4798	nm0002045
8989	nm0002045
3545	nm0002080
2971	nm0002080
5341	nm0002080
6862	nm0002083
3728	nm0002083
2272	nm0002083
164	nm0002083
5282	nm0002083
3970	nm0002086
5165	nm0002086
4826	nm0002087
7335	nm0002087
8126	nm0002087
26119	nm0002087
2983	nm0002089
2643	nm0002089
2815	nm0002089
26271	nm0002089
337	nm0002120
4014	nm0002120
3148	nm0002120
1300	nm0002120
52375	nm0002120
37475	nm0002120
73290	nm0002120
42015	nm0002120
5016	nm0002120
93740	nm0002120
74688	nm0002120
195	nm0002120
100527	nm0002120
113275	nm0002120
39	nm0002132
3210	nm0002132
2794	nm0002132
4621	nm0002132
7701	nm0002132
3616	nm0002132
5568	nm0002132
26425	nm0002137
26375	nm0002137
4296	nm0002137
6840	nm0002137
4662	nm0002137
8190	nm0002137
7250	nm0002137
6517	nm0002137
8651	nm0002137
531	nm0002140
6235	nm0002140
45668	nm0002159
7456	nm0002159
3062	nm0002175
1017	nm0002175
32721	nm0002175
7394	nm0002175
5470	nm0002190
7086	nm0002190
34482	nm0002190
73344	nm0002191
34148	nm0002191
5516	nm0002191
97024	nm0002191
6786	nm0002199
7459	nm0002199
4179	nm0002199
26504	nm0002207
2902	nm0002207
5839	nm0002216
5840	nm0002216
3593	nm0002337
1430	nm0002337
1076	nm0002338
2097	nm0002338
7178	nm0002338
47950	nm0002339
75341	nm0002339
3018	nm0002340
7984	nm0002340
26819	nm0002340
27402	nm0002340
46572	nm0002340
2936	nm0002545
2935	nm0002545
2937	nm0002545
25947	nm0002545
31347	nm0002545
25905	nm0002545
38384	nm0002545
2501	nm0002653
2054	nm0002653
88140	nm0002653
2	nm0002653
2094	nm0002653
4638	nm0002653
558	nm0002653
74452	nm0002653
7324	nm0002653
2321	nm0002657
6565	nm0002657
91500	nm0002657
78774	nm0002718
5665	nm0002718
71033	nm0002728
5607	nm0002728
327	nm0003080
1973	nm0003080
34	nm0003088
50160	nm0003088
3896	nm0003160
99112	nm0003160
8199	nm0003226
8188	nm0003226
8131	nm0003289
73106	nm0003289
8477	nm0003408
6123	nm0003408
653	nm0003418
60937	nm0003418
34334	nm0003418
4369	nm0003418
5507	nm0003418
5055	nm0003418
798	nm0003418
3484	nm0003418
126	nm0003423
2404	nm0003423
6985	nm0003433
25898	nm0003433
6981	nm0003433
25793	nm0003433
2392	nm0003474
6482	nm0003474
40819	nm0003506
54997	nm0003506
1589	nm0003506
79185	nm0003506
6323	nm0003506
4992	nm0003506
3186	nm0003506
103772	nm0003506
1283	nm0003593
8207	nm0003593
1949	nm0003593
1944	nm0003593
7614	nm0003593
32234	nm0003593
1085	nm0003593
223	nm0003620
1639	nm0003620
3052	nm0003620
180	nm0003620
45728	nm0003620
4734	nm0003620
62434	nm0003620
89343	nm0003620
74532	nm0003620
7366	nm0003620
1348	nm0003638
8125	nm0003638
4404	nm0003638
4405	nm0003638
44555	nm0003697
82202	nm0003697
2488	nm0003836
6660	nm0003836
8338	nm0003836
8516	nm0003836
5825	nm0003836
4194	nm0003836
5974	nm0003836
47306	nm0003836
6377	nm0004056
60069	nm0004056
2355	nm0004056
93363	nm0004056
27751	nm0004121
7502	nm0004121
1752	nm0004121
7206	nm0004244
7209	nm0004244
26171	nm0004244
44204	nm0004303
55284	nm0004303
68319	nm0004303
106002	nm0004303
4535	nm0004305
2162	nm0004305
3703	nm0004306
3702	nm0004306
49274	nm0004306
2384	nm0004306
7009	nm0004306
3704	nm0004306
7046	nm0004306
26492	nm0004306
71254	nm0004410
47200	nm0004410
68205	nm0004410
1302	nm0004675
5400	nm0004675
7502	nm0004675
1396	nm0004675
3949	nm0004716
81591	nm0004716
1921	nm0004716
64839	nm0004716
48043	nm0004716
110127	nm0004716
1297	nm0004838
6638	nm0004838
7375	nm0004838
8520	nm0004886
3248	nm0004886
2083	nm0005008
107	nm0005008
63433	nm0005008
1858	nm0005033
42946	nm0005033
52435	nm0005062
79533	nm0005062
2004	nm0005062
8015	nm0005062
18	nm0005062
2997	nm0005069
5902	nm0005069
71745	nm0005069
106920	nm0005069
26974	nm0005101
101285	nm0005101
2513	nm0005116
2514	nm0005116
1	nm0005124
3114	nm0005124
2355	nm0005124
45517	nm0005124
87876	nm0005124
1041	nm0005139
8951	nm0005139
59118	nm0005139
501	nm0005139
3163	nm0005139
5788	nm0005139
32943	nm0005139
82463	nm0005139
597	nm0005190
4700	nm0005190
8614	nm0005190
2724	nm0005190
74450	nm0005190
4285	nm0005190
8362	nm0005190
53002	nm0005190
8808	nm0005190
4474	nm0005190
2506	nm0005190
91628	nm0005190
5548	nm0005196
4971	nm0005196
26324	nm0005196
2858	nm0005222
5464	nm0005222
65130	nm0005222
66665	nm0005222
96079	nm0005222
40278	nm0005222
3176	nm0005237
1183	nm0005237
7162	nm0005237
5034	nm0005237
51418	nm0005237
2700	nm0005295
8917	nm0005295
79008	nm0005295
26925	nm0005295
2325	nm0005295
2908	nm0005303
58876	nm0005303
2109	nm0005348
8610	nm0005348
2110	nm0005348
5214	nm0005348
2111	nm0005348
7026	nm0005348
2542	nm0005363
73017	nm0005363
4011	nm0005363
62849	nm0005363
40148	nm0005363
91542	nm0005363
1517	nm0005366
59810	nm0005366
93498	nm0005366
5481	nm0005366
2683	nm0005366
3948	nm0005366
30825	nm0005366
2889	nm0005366
79428	nm0005366
96110	nm0005366
60516	nm0005367
2447	nm0005367
7258	nm0005367
4771	nm0005367
50806	nm0005367
6464	nm0005367
8978	nm0005387
4215	nm0005387
4639	nm0005387
3361	nm0005421
3263	nm0005421
852	nm0005421
6185	nm0005421
6484	nm0005421
6796	nm0005436
1465	nm0005436
3744	nm0005436
34534	nm0005436
358	nm0005436
6383	nm0005436
90524	nm0005436
27002	nm0005509
3784	nm0005509
4748	nm0005509
8972	nm0005509
1020	nm0005509
56775	nm0005509
802	nm0005509
2676	nm0005509
339	nm0005509
79139	nm0005509
106330	nm0005509
8364	nm0005522
6977	nm0005522
3785	nm0005540
4388	nm0005540
4066	nm0005540
8531	nm0005540
46865	nm0005540
8535	nm0005563
4880	nm0005563
185	nm0005563
8158	nm0005572
27002	nm0005572
37380	nm0005647
3452	nm0005647
6196	nm0005647
4224	nm0005647
2644	nm0005713
2633	nm0005713
2662	nm0005738
6405	nm0005738
7223	nm0005789
4813	nm0005789
46653	nm0005789
668	nm0006249
670	nm0006249
6918	nm0006249
26208	nm0006445
43497	nm0006445
26225	nm0006445
3451	nm0006452
3469	nm0006452
6777	nm0006452
4799	nm0006452
4998	nm0006452
3379	nm0006452
66171	nm0006476
5423	nm0006476
44665	nm0006476
8836	nm0006476
2765	nm0006476
475	nm0006487
1185	nm0006487
7139	nm0006487
72605	nm0006487
26965	nm0006487
40574	nm0006487
1900	nm0006498
3456	nm0006498
39886	nm0006554
7038	nm0006554
82589	nm0006554
3438	nm0006625
435	nm0006625
27036	nm0006625
828	nm0006625
60487	nm0006837
48061	nm0006837
26133	nm0006837
7790	nm0006837
48059	nm0006837
506	nm0006845
4313	nm0006845
2071	nm0006854
1722	nm0006854
3986	nm0006854
3841	nm0006854
4677	nm0006854
3268	nm0006854
3844	nm0006889
7084	nm0006889
3244	nm0006889
3791	nm0006889
7033	nm0006889
2249	nm0006889
218	nm0006889
55276	nm0006904
67193	nm0006904
91535	nm0006904
2371	nm0006916
5139	nm0006916
1082	nm0006916
2735	nm0006916
2372	nm0006916
26770	nm0006916
2396	nm0006960
36527	nm0006960
1643	nm0006960
94070	nm0006960
89085	nm0006960
4727	nm0006960
49528	nm0007082
5524	nm0007082
37853	nm0007082
4372	nm0007082
6721	nm0007139
6722	nm0007139
6723	nm0007139
1965	nm0007182
2348	nm0007182
68358	nm0009190
45186	nm0009190
87306	nm0009190
102445	nm0009190
27846	nm0009788
8582	nm0009788
4306	nm0011470
8360	nm0011470
41566	nm0011470
59501	nm0011470
33683	nm0014960
61262	nm0014960
44397	nm0014960
79879	nm0014960
27727	nm0015359
55555	nm0015359
73587	nm0015359
27178	nm0015359
71823	nm0015359
74510	nm0019242
73323	nm0019242
61240	nm0019247
89753	nm0019247
1282	nm0019282
2018	nm0019282
3159	nm0019282
3964	nm0019282
364	nm0021249
48414	nm0021249
3598	nm0021899
7781	nm0021899
50658	nm0021975
50740	nm0021975
97673	nm0021975
71135	nm0023355
48543	nm0023355
76030	nm0023355
4720	nm0024622
2594	nm0024622
27803	nm0024622
5570	nm0024622
74624	nm0024622
60647	nm0026442
2171	nm0026442
4725	nm0026442
4738	nm0026442
8950	nm0026442
101360	nm0026442
952	nm0027183
2528	nm0027183
49688	nm0027183
62049	nm0027183
5219	nm0027271
1590	nm0027271
8810	nm0027271
44	nm0027271
61248	nm0027271
2322	nm0027271
90403	nm0027271
80363	nm0027271
96691	nm0027271
52287	nm0027459
88267	nm0027459
4979	nm0027572
2395	nm0027572
30810	nm0027572
72226	nm0027572
55269	nm0027572
109374	nm0027572
101	nm0027572
94959	nm0027572
55901	nm0027815
5515	nm0027815
95167	nm0028764
95377	nm0028764
27156	nm0030417
70533	nm0030417
84187	nm0030417
68945	nm0030417
31952	nm0030735
52644	nm0030735
79057	nm0030735
35836	nm0031976
52973	nm0031976
66509	nm0031976
99117	nm0031976
33677	nm0034531
81910	nm0034531
1282	nm0035899
1029	nm0035899
2018	nm0035899
74416	nm0036349
52929	nm0036349
5505	nm0037708
73266	nm0037708
3794	nm0037708
84615	nm0037708
8360	nm0038432
5389	nm0038432
84637	nm0038432
1124	nm0041932
8334	nm0041932
60161	nm0042796
66297	nm0042796
59016	nm0043742
96811	nm0043742
115210	nm0043742
49314	nm0043742
3786	nm0044803
47830	nm0044803
7080	nm0045800
45335	nm0045800
31689	nm0047259
3859	nm0047259
6705	nm0047259
3701	nm0048491
2790	nm0048491
57274	nm0049371
74750	nm0049371
27434	nm0049371
986	nm0050597
3347	nm0050597
6170	nm0050597
35015	nm0050597
77854	nm0051972
80928	nm0051972
55687	nm0052737
82037	nm0052737
31689	nm0053190
3859	nm0053190
6705	nm0053190
3928	nm0059106
1016	nm0059106
5038	nm0060072
6093	nm0060072
26403	nm0060072
4876	nm0065284
5784	nm0065284
31590	nm0065442
31545	nm0065442
5283	nm0065608
51575	nm0065608
60072	nm0067457
31804	nm0067457
52950	nm0067457
95207	nm0067457
48682	nm0070159
80	nm0070159
8907	nm0074426
3483	nm0074426
27873	nm0075666
1361	nm0075666
6612	nm0075666
27329	nm0075666
3973	nm0075666
6620	nm0075849
54780	nm0075849
1033	nm0075859
2033	nm0075859
41573	nm0080120
4342	nm0080120
50514	nm0081540
32770	nm0081540
6192	nm0081540
81257	nm0081540
55286	nm0081540
2240	nm0082300
48319	nm0082300
4067	nm0082300
86833	nm0082450
8982	nm0082450
103372	nm0082450
30898	nm0082802
51931	nm0082802
8961	nm0083348
50872	nm0083348
2761	nm0083348
91630	nm0083348
95313	nm0083348
3327	nm0087904
42013	nm0087904
74152	nm0088392
43652	nm0088392
59143	nm0088392
70286	nm0088955
103253	nm0088955
2139	nm0089940
2141	nm0089940
4519	nm0089940
1030	nm0089940
3745	nm0089940
1688	nm0089940
2123	nm0089940
2876	nm0089940
58306	nm0091076
1450	nm0091076
51709	nm0094435
31364	nm0094435
76091	nm0094435
107406	nm0094435
63179	nm0094435
4336	nm0097079
1355	nm0097079
60566	nm0097079
48982	nm0101047
72209	nm0101047
1909	nm0101385
5463	nm0101385
31221	nm0101385
3114	nm0105169
53460	nm0105169
34271	nm0108132
51091	nm0108132
7698	nm0108745
3733	nm0108745
5696	nm0108745
78160	nm0109273
78162	nm0109273
78544	nm0109273
250	nm0109359
5449	nm0109359
8814	nm0109359
3979	nm0109359
58655	nm0109359
971	nm0112218
6852	nm0112218
4190	nm0112218
31485	nm0112218
8451	nm0112218
7171	nm0112374
7620	nm0112374
7059	nm0113284
5601	nm0113284
7092	nm0113284
8507	nm0115218
2644	nm0115218
610	nm0116497
2448	nm0116497
2687	nm0118333
53460	nm0118333
106696	nm0118333
144	nm0122653
804	nm0122653
93040	nm0122741
99468	nm0122741
5483	nm0123379
60763	nm0123379
80241	nm0123379
3159	nm0125186
2089	nm0125186
1923	nm0125803
231	nm0125803
785	nm0125803
32598	nm0125803
4890	nm0125803
4719	nm0125803
3752	nm0125803
85022	nm0125803
7150	nm0125803
55261	nm0125803
4373	nm0127373
86345	nm0127373
92535	nm0127373
86347	nm0127373
104069	nm0127373
1378	nm0128883
502	nm0128883
49272	nm0132709
2006	nm0132709
10	nm0132709
39435	nm0132709
3999	nm0132709
87430	nm0132709
74156	nm0132709
6886	nm0132709
173	nm0134176
2338	nm0134176
38388	nm0134176
63808	nm0134559
5272	nm0134559
96832	nm0136021
63179	nm0136021
2704	nm0136021
5959	nm0138620
78469	nm0138620
50794	nm0138620
91976	nm0138620
53123	nm0138809
111622	nm0138809
2920	nm0138893
8786	nm0138893
6385	nm0138927
39234	nm0138927
6338	nm0139867
3177	nm0139867
65802	nm0139867
4368	nm0139867
329	nm0141222
27002	nm0141222
27251	nm0141222
4054	nm0141961
2106	nm0141961
31225	nm0141961
5329	nm0142286
52458	nm0142286
7362	nm0142286
38992	nm0142286
62081	nm0142286
85056	nm0142286
8633	nm0145309
2453	nm0145309
6166	nm0145309
267	nm0145309
2519	nm0145336
4792	nm0145336
1641	nm0146341
61255	nm0146341
2074	nm0146960
27408	nm0146960
6218	nm0149446
50912	nm0149446
31694	nm0149446
62718	nm0149446
1030	nm0149548
7757	nm0149548
33896	nm0150897
38097	nm0150897
26865	nm0150906
6686	nm0150906
7319	nm0151540
5110	nm0151540
47640	nm0151540
34520	nm0151540
2394	nm0152312
95167	nm0152312
48385	nm0153078
69784	nm0153078
59126	nm0153078
94677	nm0153078
51063	nm0154104
74541	nm0154104
2423	nm0154819
1441	nm0154819
2153	nm0154819
640	nm0154819
2310	nm0155093
4823	nm0155093
8916	nm0155093
70334	nm0155093
446	nm0155280
3158	nm0155280
6382	nm0155280
4502	nm0156047
4104	nm0156047
79242	nm0158966
1897	nm0158966
6215	nm0158966
6773	nm0158984
81018	nm0158984
50912	nm0158984
27660	nm0159109
6857	nm0159109
5146	nm0159109
31878	nm0159507
6618	nm0159507
58107	nm0160840
80222	nm0160840
6909	nm0161152
50800	nm0161152
61465	nm0161152
78039	nm0161834
101525	nm0161834
4969	nm0163229
5560	nm0163229
2804	nm0163706
5980	nm0163706
2555	nm0163706
3688	nm0163706
3689	nm0163706
175	nm0164187
4450	nm0164187
7976	nm0164187
588	nm0166256
2081	nm0166256
72737	nm0166256
1566	nm0166256
5882	nm0166256
2048	nm0166256
7482	nm0167195
4441	nm0167195
7116	nm0167241
7700	nm0167241
7333	nm0167241
6467	nm0167241
6299	nm0167384
76054	nm0167384
7064	nm0167496
6982	nm0167496
659	nm0167496
7064	nm0168413
25954	nm0168413
86000	nm0169806
53189	nm0169806
115122	nm0169806
61075	nm0170043
47202	nm0170043
50912	nm0170043
6770	nm0170043
83270	nm0170719
7155	nm0170719
3831	nm0170719
33145	nm0170719
8966	nm0174374
2333	nm0174374
49824	nm0174374
91104	nm0174374
98203	nm0174374
6984	nm0176699
25826	nm0176699
1907	nm0176905
91414	nm0176905
73023	nm0178376
104881	nm0178376
45672	nm0178997
8526	nm0178997
1777	nm0178997
2335	nm0178997
55444	nm0179221
80126	nm0179221
112940	nm0179221
4785	nm0179281
5653	nm0179281
78088	nm0181579
96857	nm0181579
2901	nm0181741
6755	nm0181741
4915	nm0181741
99437	nm0181741
553	nm0181902
4618	nm0181902
2402	nm0181902
6800	nm0181902
46850	nm0187091
61257	nm0187091
1079	nm0187769
5603	nm0187769
6967	nm0187769
27020	nm0188165
4699	nm0188165
8368	nm0190859
48774	nm0190859
5225	nm0190859
262	nm0190859
50912	nm0190859
104841	nm0190859
1735	nm0190859
4765	nm0191147
45506	nm0191147
55259	nm0192289
8730	nm0192289
49772	nm0192845
8813	nm0192845
53883	nm0193231
92475	nm0193231
6942	nm0193485
68073	nm0193485
104374	nm0193485
26084	nm0196536
3548	nm0196536
52579	nm0196860
27689	nm0196860
3967	nm0197636
5992	nm0197636
64622	nm0197636
91325	nm0197636
7036	nm0199722
4613	nm0199722
6794	nm0199722
72395	nm0200005
104337	nm0200005
44937	nm0201094
6008	nm0201094
3010	nm0201094
86884	nm0201094
70846	nm0201094
44937	nm0201095
6008	nm0201095
3010	nm0201095
86884	nm0201095
70846	nm0201095
2294	nm0201509
33615	nm0201509
62999	nm0201509
95105	nm0201509
4298	nm0202088
31770	nm0202088
25943	nm0202088
5007	nm0202088
5300	nm0202681
7217	nm0202681
4990	nm0204884
47124	nm0204884
54999	nm0205157
7541	nm0205157
216	nm0205542
1753	nm0205542
46578	nm0206760
95873	nm0206760
1021	nm0213100
3388	nm0213100
6299	nm0213340
4312	nm0213340
76093	nm0213450
5444	nm0213450
112175	nm0213450
58425	nm0213450
4135	nm0215269
3696	nm0215269
519	nm0215269
199	nm0218840
50229	nm0218840
64497	nm0220600
37720	nm0220600
97188	nm0220600
2145	nm0222043
3	nm0222043
3861	nm0222043
4509	nm0222043
62439	nm0222043
1290	nm0222043
7381	nm0222043
3624	nm0223359
44004	nm0223359
5220	nm0223359
328	nm0225416
886	nm0225416
7079	nm0226189
6859	nm0226189
4016	nm0227540
40339	nm0227540
69685	nm0228327
27369	nm0228327
8337	nm0229424
1069	nm0229424
1068	nm0229424
34162	nm0229694
55955	nm0229694
6156	nm0229694
2280	nm0229694
88785	nm0229694
115170	nm0229694
4886	nm0230032
68954	nm0230032
88345	nm0230032
55363	nm0231596
4251	nm0231596
97860	nm0231596
7051	nm0232795
26502	nm0232795
62733	nm0235719
80846	nm0235719
33725	nm0236226
27555	nm0236226
93443	nm0236226
84950	nm0236226
3591	nm0236769
8884	nm0236769
31223	nm0238865
1881	nm0238865
72167	nm0240627
3275	nm0240627
104	nm0240797
